filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,ExtracellularBackground,RawMitoIntDen,RawMitoMean,MitoVolume_um3,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY027 25C 6 06 m-35.csv,180000000,936.38,229.34,GTY027 25C 6,678.12,5765776.58,1392.7446381512266,4.933,49743300.91542789,2960647.803812884,0.05951852308407298,714.6246381512266,-35,25
GTY027 25C 6 06 m-50.csv,180000000,936.38,229.34,GTY027 25C 6,678.12,7162353.399999999,1375.744551023698,6.203,49743300.91542789,3634303.4265558063,0.07306116320536796,697.624551023698,-50,25
GTY027 25C 6 07 m-25.csv,229000000,921.01,295.71,GTY027 25C 6,678.12,5720530.79,1463.7939093058242,4.6530000000000005,60321661.12370873,3070244.9819433945,0.05089788518334867,785.6739093058242,-25,25
GTY027 25C 6 07 m-35.csv,229000000,921.01,295.71,GTY027 25C 6,678.12,6476089.32,1455.9723349679366,5.302,60321661.12370873,3463654.220206601,0.05741974202439945,777.8523349679366,-35,25
GTY027 25C 6 07 m-50.csv,229000000,921.01,295.71,GTY027 25C 6,678.12,8000120.72,1435.5513618559808,6.638,60321661.12370873,4222582.833627278,0.07000110333446438,757.4313618559808,-50,25
GTY027 25C 7 01 m-25.csv,190000000,948.21,238.94,GTY027 25C 7,676.31,5054880.88,1408.4632943925235,4.279999999999999,54562682.45569835,2631742.756361804,0.048233382926116626,732.1532943925235,-25,25
GTY027 25C 7 01 m-35.csv,190000000,948.21,238.94,GTY027 25C 7,676.31,5879770.75,1412.4048588709677,4.96,54562682.45569835,3066289.1576383635,0.056197551506526604,736.0948588709678,-35,25
GTY027 25C 7 01 m-50.csv,190000000,948.21,238.94,GTY027 25C 7,676.31,7537235.5,1401.48875,6.4,54562682.45569835,3897828.1683043586,0.07143761986902245,725.17875,-50,25
GTY027 25C 7 02 m-25.csv,216000000,970.37,265.42,GTY027 25C 7,676.31,4744696.649999999,1328.431410768869,4.253,65549177.122700945,2329278.8779709414,0.03553483018727732,652.121410768869,-25,25
GTY027 25C 7 02 m-35.csv,216000000,970.37,265.42,GTY027 25C 7,676.31,5556405.68,1327.4217966713452,4.987,65549177.122700945,2727046.7204165603,0.04160306566948697,651.1117966713452,-35,25
GTY027 25C 7 02 m-50.csv,216000000,970.37,265.42,GTY027 25C 7,676.31,7323920.24,1343.0901139688895,6.493,65549177.122700945,3636015.1843453427,0.0554700355359018,666.7801139688895,-50,25
GTY027 25C 7 03 m-25.csv,183000000,965.92,225.94,GTY027 25C 7,676.31,5153941.36,1347.7928411584028,4.558,54954634.58469808,2570436.541530192,0.04677379007167342,671.4828411584028,-25,25
GTY027 25C 7 03 m-35.csv,183000000,965.92,225.94,GTY027 25C 7,676.31,5892114.76,1353.8204537555512,5.179,54954634.58469808,2946860.367850844,0.053623509465958424,677.5104537555512,-35,25
GTY027 25C 7 03 m-50.csv,183000000,965.92,225.94,GTY027 25C 7,676.31,7616381.15,1384.7761509088132,6.547000000000001,54954634.58469808,3895463.080540859,0.07088506929360125,708.4661509088132,-50,25
GTY027 25C 7 04 m-25.csv,171000000,972.9,209.61,GTY027 25C 7,676.31,4955319.13,1647.338510234815,3.5858000000000003,52211497.35449736,2924258.0263710422,0.05600793263055411,971.028510234815,-25,25
GTY027 25C 7 04 m-35.csv,171000000,972.9,209.61,GTY027 25C 7,676.31,5530799.05,1639.725754141238,4.0145,52211497.35449736,3248200.676072898,0.062212363955371344,963.415754141238,-35,25
GTY027 25C 7 04 m-50.csv,171000000,972.9,209.61,GTY027 25C 7,676.31,6686915.86,1607.0446459552147,4.957,52211497.35449736,3874738.9266817835,0.07421236936327825,930.7346459552148,-50,25
GTY027 25C 7 05 m-25.csv,194000000,952.84,242.45,GTY027 25C 7,676.31,2669841.43,1282.9559021949644,2.4784,56306961.03132612,1262712.0214999581,0.02242550473994599,606.6459021949645,-25,25
GTY027 25C 7 05 m-35.csv,194000000,952.84,242.45,GTY027 25C 7,676.31,3353288.14,1280.3795728989642,3.1187,56306961.03132612,1582188.441253044,0.02809933997987923,604.0695728989642,-35,25
GTY027 25C 7 05 m-50.csv,194000000,952.84,242.45,GTY027 25C 7,676.31,4685367.25,1280.5318947802953,4.3604,56306961.03132612,2212689.3004115224,0.03929690503418401,604.2218947802953,-50,25
GTY027 25C 7 06 m-25.csv,157000000,922.44,202.99,GTY027 25C 7,676.31,4366707.95,1366.309416710457,3.806,41960131.60325861,2205541.093474427,0.05256277826600394,689.9994167104571,-25,25
GTY027 25C 7 06 m-35.csv,157000000,922.44,202.99,GTY027 25C 7,676.31,4976218,1358.885711335475,4.3580000000000005,41960131.60325861,2498248.887209205,0.05953863326337117,682.575711335475,-35,25
GTY027 25C 7 06 m-50.csv,157000000,922.44,202.99,GTY027 25C 7,676.31,6231926.5,1353.59166909621,5.4879999999999995,41960131.60325861,3121627.446040144,0.07439508234997337,677.28166909621,-50,25
GTY027 25C 7 07 m-25.csv,201000000,933.64,256.9,GTY027 25C 7,676.31,3987700.27,1358.2784148783976,3.495,55520346.854791306,2001746.5440497184,0.03605428743601178,681.9684148783977,-25,25
GTY027 25C 7 07 m-35.csv,201000000,933.64,256.9,GTY027 25C 7,676.31,4628204.13,1348.124743150685,4.088,55520346.854791306,2306524.456202234,0.041543768849909214,671.814743150685,-35,25
GTY027 25C 7 07 m-50.csv,201000000,933.64,256.9,GTY027 25C 7,676.31,6027549.04,1333.2686024902432,5.381,55520346.854791306,2968921.0044511626,0.0534744678778056,656.9586024902433,-50,25
GTY027 25C 8 01 m-25.csv,222000000,1105.81,239.22,GTY027 25C 8,685.81,483106.82999999996,1816.2432996526682,0.3167,84380952.38095237,300670.38380784413,0.003563249469506054,1130.4332996526682,-25,25
GTY027 25C 8 01 m-35.csv,222000000,1105.81,239.22,GTY027 25C 8,685.81,812193.86,1731.857512090274,0.5583,84380952.38095237,490474.7845804989,0.005812624422229389,1046.047512090274,-35,25
GTY027 25C 8 01 m-50.csv,222000000,1105.81,239.22,GTY027 25C 8,685.81,1845740.44,1648.3863158683757,1.3341,84380952.38095237,1078502.6144284876,0.012781351525394042,962.5763158683758,-50,25
GTY027 25C 8 02 m-25.csv,98005864,997.21,117.02,GTY027 25C 8,685.81,3007550,1472.85,2.43,30603869.992441427,1606204.081632653,0.052483691834704395,787.04,-25,25
GTY027 25C 8 02 m-35.csv,98005864,997.21,117.02,GTY027 25C 8,685.81,3456740,1467.21,2.81,30603869.992441427,1844069.8748635259,0.060256100791140986,781.4000000000001,-35,25
GTY027 25C 8 02 m-50.csv,98005864,997.21,117.02,GTY027 25C 8,685.81,4353565,1444.93,3.59,30603869.992441427,2288771.9828672213,0.07478701168945315,759.1200000000001,-50,25
GTY027 25C 8 03 m-25.csv,267000000,984.72,322.79,GTY027 25C 8,685.81,5634009.09,1349.7941666331094,4.9666,81032299.40371212,2769584.0782732856,0.034178766968895984,663.9841666331095,-25,25
GTY027 25C 8 03 m-35.csv,267000000,984.72,322.79,GTY027 25C 8,685.81,6699437.12,1347.7485207070622,5.9231,81032299.40371212,3292792.518686487,0.040635555734157565,661.9385207070623,-35,25
GTY027 25C 8 03 m-50.csv,267000000,984.72,322.79,GTY027 25C 8,685.81,8619923.47,1338.548271137787,7.664,81032299.40371212,4201382.47249517,0.05184824450758092,652.738271137787,-50,25
GTY027 25C 8 04 m-25.csv,168000000,986.08,203.34,GTY027 25C 8,685.81,4002460.53,1366.8447186631124,3.4887,51278157.21844295,1995402.5556395403,0.03891330468720246,681.0347186631125,-25,25
GTY027 25C 8 04 m-35.csv,168000000,986.08,203.34,GTY027 25C 8,685.81,4475498.8,1361.5778761514841,3.908,51278157.21844295,2217939.7497270512,0.04325310951169159,675.7678761514842,-35,25
GTY027 25C 8 04 m-50.csv,168000000,986.08,203.34,GTY027 25C 8,685.81,5333977.76,1354.5294811018578,4.683,51278157.21844295,2630060.7457797932,0.05129007921590936,668.7194811018578,-50,25
GTY027 25C 8 05 m-25.csv,212000000,995.46,253.57,GTY027 25C 8,685.81,6224859.72,1353.2587039065352,5.478,65942681.195935175,3070701.2681615856,0.046566218001321866,667.4487039065352,-25,25
GTY027 25C 8 05 m-35.csv,212000000,995.46,253.57,GTY027 25C 8,685.81,6973964.75,1349.3769005847953,6.156,65942681.195935175,3430686.0166288735,0.052025273380002436,663.5669005847953,-35,25
GTY027 25C 8 05 m-50.csv,212000000,995.46,253.57,GTY027 25C 8,685.81,8661603.26,1345.2242434510622,7.673,65942681.195935175,4249336.936255984,0.06443985684521909,659.4142434510622,-50,25
GTY027 25C 9 01 m-25.csv,184000000,977.73,223.92,GTY027 25C 9,681.68,3692197.82,1408.157420367878,3.1206,55674406.65154951,1903960.2233980016,0.03419812330132864,726.4774203678782,-25,25
GTY027 25C 9 01 m-35.csv,184000000,977.73,223.92,GTY027 25C 9,681.68,4283370.36,1407.082553837659,3.622,55674406.65154951,2206607.919711095,0.03963415243060666,725.402553837659,-35,25
GTY027 25C 9 01 m-50.csv,184000000,977.73,223.92,GTY027 25C 9,681.68,5480083.69,1393.6286311559509,4.6784,55674406.65154951,2797329.7018560516,0.050244445699507014,711.9486311559509,-50,25
GTY027 25C 9 02 m-25.csv,181000000,942.61,229.07,GTY027 25C 9,681.68,3222020.22,1448.0738047786206,2.6493,50198400.18476527,1705221.3882590071,0.033969636123513856,766.3938047786206,-25,25
GTY027 25C 9 02 m-35.csv,181000000,942.61,229.07,GTY027 25C 9,681.68,3808003.29,1441.9031985761505,3.1464000000000003,50198400.18476527,2008874.0001679687,0.04001868571057853,760.2231985761506,-35,25
GTY027 25C 9 02 m-50.csv,181000000,942.61,229.07,GTY027 25C 9,681.68,5086353.4399999995,1417.9534932147872,4.274,50198400.18476527,2642842.789955489,0.05264794854473402,736.2734932147872,-50,25
GTY027 25C 9 03 m-25.csv,179000000,936.71,228.17,GTY027 25C 9,681.68,2420058.87,1216.6766638513513,2.368,48870576.215671465,1063972.5371630134,0.021771229634526518,534.9966638513514,-25,25
GTY027 25C 9 03 m-35.csv,179000000,936.71,228.17,GTY027 25C 9,681.68,2866401.4,1214.5429359430605,2.81,48870576.215671465,1257533.2577475435,0.025731909773232566,532.8629359430605,-35,25
GTY027 25C 9 03 m-50.csv,179000000,936.71,228.17,GTY027 25C 9,681.68,3709961.91,1217.9457832322119,3.626,48870576.215671465,1633072.7555219622,0.033416277891118465,536.2657832322119,-50,25
GTY027 25C 9 04 m-25.csv,225000000,940.99,284.8,GTY027 25C 9,681.68,7776059,1409.219391171994,6.57,62023589.4851768,4014389.686738894,0.06472359500732064,727.539391171994,-25,25
GTY027 25C 9 04 m-35.csv,225000000,940.99,284.8,GTY027 25C 9,681.68,8649071.32,1398.6192119565217,7.36,62023589.4851768,4431571.848492484,0.0714497804025289,716.9392119565217,-35,25
GTY027 25C 9 04 m-50.csv,225000000,940.99,284.8,GTY027 25C 9,681.68,10439873.75,1377.904934086629,9.027,62023589.4851768,5278258.570588729,0.08510082396714876,696.2249340866291,-50,25
GTY027 25C 9 05 m-25.csv,201000000,984.17,243.55,GTY027 25C 9,681.68,3915053.77,1705.2007704154598,2.7271,61872377.173091464,2344203.823801126,0.03788772843240019,1023.5207704154599,-25,25
GTY027 25C 9 05 m-35.csv,201000000,984.17,243.55,GTY027 25C 9,681.68,4727015.16,1690.4704362194316,3.3286000000000002,61872377.173091464,2820072.097085748,0.04557885482881056,1008.7904362194316,-35,25
GTY027 25C 9 05 m-50.csv,201000000,984.17,243.55,GTY027 25C 9,681.68,6263417.75,1660.6097550111356,4.49,61872377.173091464,3691437.473754933,0.05966212456049537,978.9297550111356,-50,25
GTY027 25C 9 06 m-25.csv,168000000,932.55,214.79,GTY027 25C 9,681.68,3789302.08,1529.0365264586162,2.948,45254360.712186106,2097931.502477535,0.04635865957360886,847.3565264586163,-25,25
GTY027 25C 9 06 m-35.csv,168000000,932.55,214.79,GTY027 25C 9,681.68,4314762.81,1508.6856273875992,3.403,45254360.712186106,2363567.7752582515,0.05222850876825643,827.0056273875992,-35,25
GTY027 25C 9 06 m-50.csv,168000000,932.55,214.79,GTY027 25C 9,681.68,5251331.58,1472.2368705882354,4.25,45254360.712186106,2821757.537582935,0.06235327365530746,790.5568705882355,-50,25
GTY027 36C 13 01 m-25.csv,156000000,780.22,237.84,GTY027 36C 13,652.34,2843185.49,983.4668250834662,3.4445,25543780.297304105,957895.6487780293,0.03750015219474487,331.1268250834662,-25,36
GTY027 36C 13 01 m-35.csv,156000000,780.22,237.84,GTY027 36C 13,652.34,3473185.31,981.1330817565324,4.2174000000000005,25543780.297304105,1164568.6932056772,0.04559108634866336,328.7930817565324,-35,36
GTY027 36C 13 01 m-50.csv,156000000,780.22,237.84,GTY027 36C 13,652.34,4918561.03,971.4645060644222,6.0352,25543780.297304105,1617519.2903334172,0.06332341068969069,319.1245060644221,-50,36
GTY027 36C 13 02 m-25.csv,209000000,770.27,323.81,GTY027 36C 13,652.34,6773468.52,944.3252746224307,8.5481,32070977.82816829,2096178.1523473582,0.06536059372989438,291.98527462243067,-25,36
GTY027 36C 13 02 m-35.csv,209000000,770.27,323.81,GTY027 36C 13,652.34,7796656.1,936.5355047676707,9.9105,32070977.82816829,2365431.7208364825,0.07375614593075792,284.1955047676706,-35,36
GTY027 36C 13 02 m-50.csv,209000000,770.27,323.81,GTY027 36C 13,652.34,10179709.34,922.1262684647525,13.139899999999999,32070977.82816829,2977210.539178634,0.09283192284095926,269.7862684647524,-50,36
GTY027 36C 13 03 m-25.csv,191000000,814.74,279.15,GTY027 36C 13,652.34,12377242.63,1030.5889769731552,14.3007,38073368.60670193,4542895.057529185,0.11931949348788418,378.2489769731552,-25,36
GTY027 36C 13 03 m-35.csv,191000000,814.74,279.15,GTY027 36C 13,652.34,14394815.99,1016.5377079588798,16.8579,38073368.60670193,5156301.789703535,0.1354306692157491,364.19770795887973,-35,36
GTY027 36C 13 03 m-50.csv,191000000,814.74,279.15,GTY027 36C 13,652.34,19217202.03,984.3441492383165,23.238,38073368.60670193,6479476.291257242,0.17018395083950308,332.0041492383165,-50,36
GTY027 36C 13 05 m-25.csv,148000000,782.29,224.74,GTY027 36C 13,652.34,2764953.97,1016.894778804835,3.2347,24527557.73914503,990363.0998572267,0.040377566751240206,364.554778804835,-25,36
GTY027 36C 13 05 m-35.csv,148000000,782.29,224.74,GTY027 36C 13,652.34,3345840.51,1010.849210299559,3.9458,24527557.73914503,1188045.3867472913,0.04843716603921054,358.50921029955896,-35,36
GTY027 36C 13 05 m-50.csv,148000000,782.29,224.74,GTY027 36C 13,652.34,4478579.38,988.8699814759929,5.3984000000000005,24527557.73914503,1525760.856638952,0.06220598368845737,336.5299814759928,-50,36
GTY027 36C 14 01 m-25.csv,183000000,763.28,285.88,GTY027 36C 14,664.04,5181936.56,852.4358872951385,7.2366,23826934.74426808,1144995.1104392372,0.04805465422759353,188.39588729513855,-25,36
GTY027 36C 14 01 m-35.csv,183000000,763.28,285.88,GTY027 36C 14,664.04,5808478.15,850.1894064891827,8.1397,23826934.74426808,1272529.0367011006,0.05340716505748715,186.14940648918275,-35,36
GTY027 36C 14 01 m-50.csv,183000000,763.28,285.88,GTY027 36C 14,664.04,7246804.73,843.0454749269455,10.232099999999999,23826934.74426808,1538256.420592928,0.06455955988896048,179.00547492694557,-50,36
GTY027 36C 14 02 m-25.csv,147000000,792.55,221.34,GTY027 36C 14,664.04,2090987.52,896.2588114857328,2.7791,23888807.76014109,541999.9151759471,0.02268844559418674,232.21881148573289,-25,36
GTY027 36C 14 02 m-35.csv,147000000,792.55,221.34,GTY027 36C 14,664.04,2435268.48,895.3118952834271,3.2354,23888807.76014109,628417.8130511466,0.026305951278978147,231.27189528342717,-35,36
GTY027 36C 14 02 m-50.csv,147000000,792.55,221.34,GTY027 36C 14,664.04,3210046.1,890.4462364488377,4.2893,23888807.76014109,815591.0556815314,0.034141136881781095,226.40623644883772,-50,36
GTY027 36C 14 03 m-25.csv,198000000,769.46,305.93,GTY027 36C 14,664.04,5331989.79,877.652972674274,7.2386,27085865.961199313,1298613.3064583857,0.04794431561902647,213.61297267427403,-25,36
GTY027 36C 14 03 m-35.csv,198000000,769.46,305.93,GTY027 36C 14,664.04,6094703.97,876.9236533098311,8.2829,27085865.961199313,1480888.5630301507,0.054673849643630874,212.88365330983117,-35,36
GTY027 36C 14 03 m-50.csv,198000000,769.46,305.93,GTY027 36C 14,664.04,7712954.26,869.0441654049963,10.568,27085865.961199313,1819504.5099521298,0.06717542324689128,205.00416540499634,-50,36
GTY027 36C 14 04 m-25.csv,138000000,772.14,213.04,GTY027 36C 14,664.04,1827554.4,896.2987551525146,2.426,19341248.005374994,473217.21676324884,0.024466736408722968,232.2587551525146,-25,36
GTY027 36C 14 04 m-35.csv,138000000,772.14,213.04,GTY027 36C 14,664.04,2206273.75,891.4199999999998,2.95,19341248.005374994,563341.7317544299,0.02912644166487475,227.37999999999988,-35,36
GTY027 36C 14 04 m-50.csv,138000000,772.14,213.04,GTY027 36C 14,664.04,2960089.5,890.25,3.96,19341248.005374994,752323.5071806501,0.038897361068508975,226.21000000000004,-50,36
GTY027 36C 14 05 m-25.csv,144000000,783.19,218.44,GTY027 36C 14,664.04,1617675.8900000001,894.7528922547973,2.1523,21858676.408835154,417034.8181741835,0.019078685752702773,230.71289225479734,-25,36
GTY027 36C 14 05 m-35.csv,144000000,783.19,218.44,GTY027 36C 14,664.04,2105698.05,893.759007908236,2.8072,21858676.408835154,541586.6288737718,0.024776734818896237,229.719007908236,-35,36
GTY027 36C 14 05 m-50.csv,144000000,783.19,218.44,GTY027 36C 14,664.04,3153023.32,891.4501403233849,4.2116999999999996,21858676.408835154,804386.7372134039,0.03679942564538241,227.4101403233849,-50,36
GTY027 36C 15 01 m-25.csv,149000000,730.96,242.75,GTY027 36C 15,657.63,1009842.2,942.8783998431987,1.2755,14949909.716973217,305563.39464180736,0.020439146484937585,285.24839984319874,-25,36
GTY027 36C 15 01 m-35.csv,149000000,730.96,242.75,GTY027 36C 15,657.63,1460847.19,939.4423974082072,1.852,14949909.716973217,438327.50482909183,0.02931974260228752,281.8123974082072,-35,36
GTY027 36C 15 01 m-50.csv,149000000,730.96,242.75,GTY027 36C 15,657.63,2425318.13,931.0352607855763,3.106,14949909.716973217,713191.1816578482,0.047705383855805784,273.4052607855763,-50,36
GTY027 36C 15 02 m-25.csv,284000000,755.78,447.46,GTY027 36C 15,657.63,5468262.7700000005,998.0623862225424,6.5237,36884352.90165448,1865187.5014697234,0.050568529870726256,340.4323862225424,-25,36
GTY027 36C 15 02 m-35.csv,284000000,755.78,447.46,GTY027 36C 15,657.63,6539361.81,992.478621489964,7.8418,36884352.90165448,2205270.7818930037,0.059788788697824335,334.848621489964,-35,36
GTY027 36C 15 02 m-50.csv,284000000,755.78,447.46,GTY027 36C 15,657.63,8904528.129999999,977.9904445736543,10.835099999999999,36884352.90165448,2915207.4015285135,0.0790364252641599,320.36044457365426,-50,36
GTY027 36C 15 03 m-25.csv,128000000,742.58,205.74,GTY027 36C 15,657.63,2958671.11,957.4953887108165,3.6814,14678435.374149667,927122.2323003275,0.06316219737786845,299.86538871081655,-25,36
GTY027 36C 15 03 m-35.csv,128000000,742.58,205.74,GTY027 36C 15,657.63,3569711.05,951.9214867890729,4.466,14678435.374149667,1103809.3390442594,0.07519938678124977,294.2914867890729,-35,36
GTY027 36C 15 03 m-50.csv,128000000,742.58,205.74,GTY027 36C 15,657.63,4859624,942.15,6.14,14678435.374149667,1467164.5250692868,0.09995374082261685,284.52,-50,36
GTY027 36C 15 04 m-25.csv,163000000,748.36,260.07,GTY027 36C 15,657.63,9544381.09,975.1073890704475,11.6583,19817041.3202318,3108462.7907953295,0.15685806678022154,317.47738907044754,-25,36
GTY027 36C 15 04 m-35.csv,163000000,748.36,260.07,GTY027 36C 15,657.63,10895833.129999999,964.8353977695168,13.45,19817041.3202318,3470154.1950113387,0.17510960081960147,307.2053977695168,-35,36
GTY027 36C 15 04 m-50.csv,163000000,748.36,260.07,GTY027 36C 15,657.63,14362039.97,929.7626599817289,18.389599999999998,19817041.3202318,4202914.893759974,0.2120858924318382,272.1326599817289,-50,36
GTY027 36C 15 05 m-25.csv,274000000,759.19,429.21,GTY027 36C 15,657.63,9123666.71,1020.7924967099079,10.638,36609194.255479984,3244581.036365164,0.08862749105382145,363.16249670990794,-25,36
GTY027 36C 15 05 m-35.csv,274000000,759.19,429.21,GTY027 36C 15,657.63,10457954.69,1011.7089581470947,12.305,36609194.255479984,3659143.0083144363,0.09995147619963539,354.0789581470947,-35,36
GTY027 36C 15 05 m-50.csv,274000000,759.19,429.21,GTY027 36C 15,657.63,13737676.28,982.5277187796642,16.6446,36609194.255479984,4541691.920718904,0.1240587784867476,324.89771877966416,-50,36
GTY027 36C 16 02 m-25.csv,225000000,763.63,351.37,GTY027 36C 16,652.89,4437348.93,904.8216675244468,5.829,32678855.967078194,1233316.276140086,0.03774049732287358,251.93166752444677,-25,36
GTY027 36C 16 02 m-35.csv,225000000,763.63,351.37,GTY027 36C 16,652.89,5187380.01,905.4879264361078,6.824,32678855.967078194,1447659.5700008397,0.04429957925881071,252.59792643610785,-35,36
GTY027 36C 16 02 m-50.csv,225000000,763.63,351.37,GTY027 36C 16,652.89,6927719.88,902.5134209949596,9.126,32678855.967078194,1913213.5214579666,0.058545914929990325,249.6234209949596,-50,36
GTY027 36C 16 03 m-25.csv,139000000,745.73,222.47,GTY027 36C 16,652.89,1512632.78,907.3993912517637,1.9844,17346195.347274717,424160.94398253126,0.02445267884344285,254.50939125176376,-25,36
GTY027 36C 16 03 m-35.csv,139000000,745.73,222.47,GTY027 36C 16,652.89,1862196.0599999998,905.2840485813431,2.4495,17346195.347274717,519223.3324934912,0.029932980812133365,252.3940485813431,-35,36
GTY027 36C 16 03 m-50.csv,139000000,745.73,222.47,GTY027 36C 16,652.89,2581234.84,888.2482947976878,3.46,17346195.347274717,683916.7716469301,0.0394274800874061,235.3582947976878,-50,36
GTY027 36C 16 04 m-25.csv,185000000,751.53,293.46,GTY027 36C 16,652.89,3206555.9,872.7620398783528,4.3732999999999995,24310820.861677997,807563.9472579156,0.03321829204586453,219.87203987835278,-25,36
GTY027 36C 16 04 m-35.csv,185000000,751.53,293.46,GTY027 36C 16,652.89,3907161.75,873.1103120426316,5.3294,24310820.861677997,985674.0833123378,0.04054466481903499,220.22031204263158,-35,36
GTY027 36C 16 04 m-50.csv,185000000,751.53,293.46,GTY027 36C 16,652.89,5584048.91,870.4683746286042,7.6401,24310820.861677997,1396086.7892836141,0.05742655903011136,217.57837462860425,-50,36
GTY027 36C 17 01 m-25.csv,245000000,883.42,330.59,GTY027 36C 17,638.38,4246089.83,1254.3750362336825,4.0294,68033739.48097757,2084564.0371210214,0.03064015079905863,615.9950362336825,-25,36
GTY027 36C 17 01 m-35.csv,245000000,883.42,330.59,GTY027 36C 17,638.38,4814597.5200000005,1241.7885233604336,4.6125,68033739.48097757,2337466.8799865623,0.0343574658370811,603.4085233604336,-35,36
GTY027 36C 17 01 m-50.csv,245000000,883.42,330.59,GTY027 36C 17,638.38,6005465.27,1221.3852932138284,5.8575,68033739.48097757,2868021.7561098514,0.042155874099964165,583.0052932138284,-50,36
GTY027 36C 17 02 m-25.csv,145000000,882.68,195.59,GTY027 36C 17,638.38,9475799.82,1237.856791044776,9.112,40129870.6643151,4587580.851599898,0.11431835626819843,599.476791044776,-25,36
GTY027 36C 17 02 m-35.csv,145000000,882.68,195.59,GTY027 36C 17,638.38,10673343.19,1223.1665838868034,10.389,40129870.6643151,5102332.930209121,0.1271455114542967,584.7865838868034,-35,36
GTY027 36C 17 02 m-50.csv,145000000,882.68,195.59,GTY027 36C 17,638.38,13162781,1192.5,13.14,40129870.6643151,6115005.291005291,0.1523803887173494,554.12,-50,36
GTY027 36C 17 03 m-25.csv,331000000,874.21,451.08,GTY027 36C 17,638.38,16538486.4,1170.5764258102884,16.815,89340888.88888891,7515648.6940455185,0.08412328092451092,532.1964258102884,-25,36
GTY027 36C 17 03 m-35.csv,331000000,874.21,451.08,GTY027 36C 17,638.38,18420113.66,1156.8703021036538,18.967000000000002,89340888.88888891,8259179.944570423,0.09244568805266941,518.4903021036538,-35,36
GTY027 36C 17 03 m-50.csv,331000000,874.21,451.08,GTY027 36C 17,638.38,22732783.46,1129.8475078167723,23.954900000000002,89340888.88888891,9887507.351137986,0.11067169214574123,491.46750781677235,-50,36
GTY027 36C 17 04 m-25.csv,187000000,892.13,250.1,GTY027 36C 17,638.38,4224711.2299999995,1312.479881020717,3.8326000000000002,53298794.8265726,2169778.453010834,0.0407097094797549,674.0998810207169,-25,36
GTY027 36C 17 04 m-35.csv,187000000,892.13,250.1,GTY027 36C 17,638.38,5045646.33,1302.4593583907747,4.6134,53298794.8265726,2572993.795246494,0.04827489633900136,664.0793583907747,-35,36
GTY027 36C 17 04 m-50.csv,187000000,892.13,250.1,GTY027 36C 17,638.38,6629002.16,1290.9216582257802,6.1209999999999996,53298794.8265726,3354503.6449147565,0.06293770160901159,652.5416582257802,-50,36
GTY027 36C 17 05 m-25.csv,211000000,873.59,288.2,GTY027 36C 17,638.38,11815959.71,1239.9985194951803,11.3387,56930815.4866885,5729043.341731755,0.10063167535464713,601.6185194951803,-25,36
GTY027 36C 17 05 m-35.csv,211000000,873.59,288.2,GTY027 36C 17,638.38,13548153.07,1230.8709079810774,13.106,56930815.4866885,6521530.057949105,0.11455184687234916,592.4909079810774,-35,36
GTY027 36C 17 05 m-50.csv,211000000,873.59,288.2,GTY027 36C 17,638.38,16958754.54,1210.996538168557,16.6721,56930815.4866885,8017737.621567145,0.1408330014777646,572.616538168557,-50,36
GTY027 36C 3 01 m-25.csv,264000000,889.27,354.14,GTY027 36C 3,663.25,11177679.92,1105.8369575115069,12.0362,67223249.18115392,4473893.623918701,0.06655277271502312,442.58695751150685,-25,36
GTY027 36C 3 01 m-35.csv,264000000,889.27,354.14,GTY027 36C 3,663.25,13139567.35,1100.192604994724,14.215,67223249.18115392,5216376.190476191,0.07759779918431264,436.942604994724,-35,36
GTY027 36C 3 01 m-50.csv,264000000,889.27,354.14,GTY027 36C 3,663.25,17361273.87,1092.795704198927,18.9215,67223249.18115392,6825941.918199377,0.10154138637072951,429.54570419892707,-50,36
GTY027 36C 3 02 m-25.csv,244000000,821.61,352.97,GTY027 36C 3,663.25,12660324.75,991.641458926774,15.2009,46944091.03888469,4192362.247417485,0.08930543023923651,328.391458926774,-25,36
GTY027 36C 3 02 m-35.csv,244000000,821.61,352.97,GTY027 36C 3,663.25,14702349.67,980.2233489564958,17.8581,46944091.03888469,4753961.336188794,0.10126857781208282,316.9733489564958,-35,36
GTY027 36C 3 02 m-50.csv,244000000,821.61,352.97,GTY027 36C 3,663.25,19663722.65,947.3274686074792,24.7113,46944091.03888469,5895627.40404804,0.12558827476635084,284.0774686074792,-50,36
GTY027 36C 3 03 m-25.csv,134000000,803.83,198.59,GTY027 36C 3,663.25,975602.83,999.5904819277109,1.162,23446529.100529104,328233.5097001764,0.01399923665856237,336.3404819277109,-25,36
GTY027 36C 3 03 m-35.csv,134000000,803.83,198.59,GTY027 36C 3,663.25,1216146.13,1000.94,1.45,23446529.100529104,411229.1089275216,0.0175390185542747,337.69000000000005,-35,36
GTY027 36C 3 03 m-50.csv,134000000,803.83,198.59,GTY027 36C 3,663.25,1728032.0399999998,994.8420676347146,2.0729,23446529.100529104,577271.5184345342,0.02462076650916776,331.59206763471457,-50,36
GTY027 36C 3 04 m-25.csv,182000000,818.92,264.6,GTY027 36C 3,663.25,7948647.45,999.5783472052052,9.467600000000001,34593333.33333332,2674243.9405391794,0.07730518232431625,336.3283472052052,-25,36
