filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 I 25C 6 06 m-25.csv,Mito 10,11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.37,1260.93,742.79,124789.27,134.38,NA,NA,NA,NA,NA,76.29,17.18,2.19,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 11,12,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.86,1051.08,771.91,117330.62,108.26,NA,NA,NA,NA,NA,79.46,21.09,2.26,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 15,16,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.48,773.26,682.05,17733.33,69.12,NA,NA,NA,NA,NA,75.39,15.97,2.24,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 16,17,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.74,1037.68,823.76,70019.44,99.05,NA,NA,NA,NA,NA,76.3,16.35,2.32,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 17,18,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.75,1270.98,771.92,76420.48,199.76,NA,NA,NA,NA,NA,77.62,17.91,2.25,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 18,19,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.19,1332.37,761.24,97438.59,173.59,NA,NA,NA,NA,NA,78.89,18.39,2.48,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 26,27,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.09,12069.32,1592.08,159208.09,2086.13,NA,NA,NA,NA,NA,76.47,18.82,3.18,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 27,28,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.75,879.43,644.04,23185.6,85.89,NA,NA,NA,NA,NA,76.18,19.97,2.98,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-25.csv,Mito 30,31,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.72,3385.37,775.97,501278.38,309.9,NA,NA,NA,NA,NA,77,21.5,2.76,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,ROIs 1,1,234.39,451,2081,610.77,120000000,66.32,216,1512,350.97,69089235,83.33,124.88,32350.55,611.17,120000000,336.95,1e-6,18182.42,369.1,72657984,492.29,NA,NA,NA,GTY030 I 25C 6,ROIs,Object,6,NA
GTY030 I 25C 6 06 m-35.csv,Mito 9,10,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.37,1260.93,770.19,249541.36,124.51,NA,NA,NA,NA,NA,76.27,16.87,2.23,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,Mito 10,11,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.86,1090.13,767.25,138872.77,109.9,NA,NA,NA,NA,NA,79.46,21.09,2.27,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,Mito 14,15,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.31,773.26,675.49,18913.71,74.23,NA,NA,NA,NA,NA,75.38,15.97,2.24,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,Mito 15,16,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.05,1537.45,773.08,89677.34,208.52,NA,NA,NA,NA,NA,77.61,17.92,2.25,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,Mito 16,17,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.84,1332.37,752.42,115872.77,168.78,NA,NA,NA,NA,NA,78.9,18.39,2.48,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-35.csv,Mito 38,39,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.09,12069.32,879.58,871659.38,899.22,NA,NA,NA,NA,NA,76.87,21.02,2.83,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-50.csv,ROIs 1,1,234.39,451,2081,610.77,120000000,66.32,216,1512,350.97,69089235,83.33,124.88,32350.55,611.17,120000000,336.95,1e-6,18182.42,369.1,72657984,492.29,NA,NA,NA,GTY030 I 25C 6,ROIs,Object,5,NA
GTY030 I 25C 6 06 m-50.csv,Mito 8,9,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.37,1266.86,756.21,426500.81,125,NA,NA,NA,NA,NA,76.18,16.79,2.23,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-50.csv,Mito 9,10,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.61,1363.36,758.55,147159.3,182.17,NA,NA,NA,NA,NA,78.89,18.4,2.49,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-50.csv,Mito 10,11,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.86,1090.13,765.19,174463.33,111.72,NA,NA,NA,NA,NA,79.47,21.06,2.26,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-50.csv,Mito 13,14,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.05,1537.45,766.39,121090.13,200.75,NA,NA,NA,NA,NA,77.62,17.92,2.27,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 06 m-50.csv,Mito 21,22,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.28,13743.87,872.51,1220645.25,962.75,NA,NA,NA,NA,NA,76.86,20.95,2.84,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,ROIs 1,1,250.5,441,1281,604.55,127000000,49.49,226,2273,431.97,90876394,159.75,217.11,12337.29,603.57,127000000,162.58,1e-6,38796.11,462.72,97345280,1059.74,NA,NA,NA,GTY030 I 25C 6,ROIs,Object,7,NA
GTY030 I 25C 6 07 m-25.csv,Mito 1,2,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.83,1112.3,816.57,169029.75,104.63,NA,NA,NA,NA,NA,39.31,24.19,1.87,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 12,13,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.57,1354.9,809.52,348095.66,165.49,NA,NA,NA,NA,NA,41.41,24.91,2.31,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 21,22,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.02,1477.84,816.19,119979.63,203.7,NA,NA,NA,NA,NA,38.69,24.81,2.62,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 25,26,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.22,4856.32,854.02,1363023.63,321.47,NA,NA,NA,NA,NA,38.22,20.44,2.3,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 39,40,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.73,1078.02,679.9,78189.02,150.3,NA,NA,NA,NA,NA,41.63,21.8,3.3,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 40,41,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.16,1351.4,702.55,270482.56,141.69,NA,NA,NA,NA,NA,38.45,23.27,3.32,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-25.csv,Mito 41,42,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.12,1116.73,664.33,170067.77,143.26,NA,NA,NA,NA,NA,40.51,24.58,3.49,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,ROIs 1,1,250.5,441,1281,604.55,127000000,49.49,226,2273,431.97,90876394,159.75,217.11,12337.29,603.57,127000000,162.58,1e-6,38796.11,462.72,97345280,1059.74,NA,NA,NA,GTY030 I 25C 6,ROIs,Object,7,NA
GTY030 I 25C 6 07 m-35.csv,Mito 1,2,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.12,1112.3,811.16,183321.22,104.21,NA,NA,NA,NA,NA,39.32,24.19,1.87,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 11,12,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.57,1354.9,803.44,376009.44,165.79,NA,NA,NA,NA,NA,41.4,24.91,2.32,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 19,20,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.02,1477.84,813.73,131824.97,201.91,NA,NA,NA,NA,NA,38.69,24.81,2.63,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 23,24,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.15,4856.32,853.34,1534305,332.58,NA,NA,NA,NA,NA,38.24,20.45,2.29,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 26,27,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.19,1248.67,690.25,93873.91,167.98,NA,NA,NA,NA,NA,41.63,21.81,3.29,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 34,35,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.16,1351.4,706.42,286807.34,144.55,NA,NA,NA,NA,NA,38.45,23.26,3.32,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-35.csv,Mito 35,36,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.12,1116.73,654.9,194506.73,141.55,NA,NA,NA,NA,NA,40.52,24.59,3.51,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,ROIs 1,1,250.5,441,1281,604.55,127000000,49.49,226,2273,431.97,90876394,159.75,217.11,12337.29,603.57,127000000,162.58,1e-6,38796.11,462.72,97345280,1059.74,NA,NA,NA,GTY030 I 25C 6,ROIs,Object,7,NA
GTY030 I 25C 6 07 m-50.csv,Mito 1,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.95,1112.3,803.82,216226.48,108.6,NA,NA,NA,NA,NA,39.31,24.18,1.88,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 2,3,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.57,1354.9,799.5,442921.78,166.07,NA,NA,NA,NA,NA,41.4,24.92,2.31,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 17,18,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.17,1477.84,795.49,153530.22,199.19,NA,NA,NA,NA,NA,38.69,24.82,2.66,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 20,21,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.47,8293.29,861.63,1882672,450.39,NA,NA,NA,NA,NA,38.29,20.49,2.28,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 31,32,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.55,1248.67,695.33,117511.01,181.31,NA,NA,NA,NA,NA,41.63,21.82,3.28,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 32,33,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.16,1351.4,709.74,330028.13,144.06,NA,NA,NA,NA,NA,38.45,23.26,3.32,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 6 07 m-50.csv,Mito 33,34,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.12,1116.73,651.39,230590.34,138.76,NA,NA,NA,NA,NA,40.51,24.59,3.51,GTY030 I 25C 6,Mito,Object,NA,1
GTY030 I 25C 7 01 m-25.csv,ROIs 1,1,207.06,441,960,602.12,105000000,47.79,232,1888,417.28,72565227,134.41,318.46,3683.72,600.18,104000000,113.13,1e-6,23956.52,440.52,76606216,850.51,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 01 m-25.csv,Mito 1,2,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.18,703.46,636.41,82733.58,32.22,NA,NA,NA,NA,NA,28.71,24.98,0.468,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-25.csv,Mito 9,10,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.8,870.29,701.89,247066.66,59.88,NA,NA,NA,NA,NA,31.41,28.44,0.984,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-25.csv,Mito 19,20,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.07,1077.71,746.65,931073.38,102.24,NA,NA,NA,NA,NA,29.69,24.7,2.49,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-25.csv,Mito 25,26,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.17,2789.87,822.34,649645.19,347.37,NA,NA,NA,NA,NA,28.78,27.29,2.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-25.csv,Mito 27,28,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.31,864.17,632,85320.6,96.61,NA,NA,NA,NA,NA,27.59,25.35,3.43,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-35.csv,ROIs 1,1,207.06,441,960,602.12,105000000,47.79,232,1888,417.28,72565227,134.41,318.46,3683.72,600.18,104000000,113.13,1e-6,23956.52,440.52,76606216,850.51,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 01 m-35.csv,Mito 1,2,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.98,725.39,635.13,120039.1,34.96,NA,NA,NA,NA,NA,28.72,24.98,0.494,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-35.csv,Mito 6,7,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.8,875.37,700.16,298266.88,61.42,NA,NA,NA,NA,NA,31.41,28.43,0.987,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-35.csv,Mito 15,16,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.07,1077.71,744.26,1017397.5,102.26,NA,NA,NA,NA,NA,29.7,24.7,2.49,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-35.csv,Mito 21,22,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.17,2789.87,820.23,715240.88,345.94,NA,NA,NA,NA,NA,28.79,27.3,2.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-35.csv,Mito 23,24,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.54,864.17,629.06,94988.74,95.9,NA,NA,NA,NA,NA,27.59,25.34,3.44,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-50.csv,ROIs 1,1,207.06,441,960,602.12,105000000,47.79,232,1888,417.28,72565227,134.41,318.46,3683.72,600.18,104000000,113.13,1e-6,23956.52,440.52,76606216,850.51,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 01 m-50.csv,Mito 3,4,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.9,725.39,632.13,192167.14,36.02,NA,NA,NA,NA,NA,28.73,24.98,0.532,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-50.csv,Mito 4,5,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.4,875.37,695.09,469188.94,60.81,NA,NA,NA,NA,NA,31.4,28.39,1,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-50.csv,Mito 13,14,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.07,1077.71,739.89,1183830.5,103.54,NA,NA,NA,NA,NA,29.68,24.7,2.49,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-50.csv,Mito 18,19,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.17,2789.87,814.2,838625.13,344.56,NA,NA,NA,NA,NA,28.78,27.3,2.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 01 m-50.csv,Mito 22,23,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.21,864.17,625.37,115693.29,94.97,NA,NA,NA,NA,NA,27.59,25.34,3.45,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-25.csv,ROIs 1,1,256.3,456,2257,643.28,138000000,81.41,230,2154,464.97,100000000,175.13,311.78,15742.34,648.42,140000000,306.09,2.59,22896.73,494.83,107000000,883.72,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 02 m-25.csv,Mito 14,15,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.35,2660.37,924.43,784842.25,320.99,NA,NA,NA,NA,NA,24.18,35.33,2.38,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-25.csv,Mito 15,16,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.37,1052.25,835.34,117783.07,108.62,NA,NA,NA,NA,NA,22.54,36.92,2.26,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-25.csv,Mito 18,19,0.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.45,919.44,763.84,33609.02,56.29,NA,NA,NA,NA,NA,29.5,37.04,1.89,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-25.csv,Mito 22,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.23,2130.87,874.37,1465446.63,202.15,NA,NA,NA,NA,NA,27.96,36.22,2.3,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-25.csv,Mito 23,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.5,1479.72,817.34,1373127.75,155.72,NA,NA,NA,NA,NA,25.31,37.74,1.92,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-35.csv,ROIs 1,1,256.3,456,2257,643.28,138000000,81.41,230,2154,464.97,100000000,175.13,311.78,15742.34,648.42,140000000,306.09,2.59,22896.73,494.83,107000000,883.72,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 02 m-35.csv,Mito 11,12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.35,5266.36,947.3,893303.5,437.06,NA,NA,NA,NA,NA,24.18,35.32,2.38,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-35.csv,Mito 12,13,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.37,1052.25,833.79,132572.53,109.49,NA,NA,NA,NA,NA,22.54,36.92,2.24,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-35.csv,Mito 14,15,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.45,919.44,766.82,38340.89,55.28,NA,NA,NA,NA,NA,29.5,37.03,1.88,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-35.csv,Mito 17,18,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.23,2847.6,871.38,1683510,208.48,NA,NA,NA,NA,NA,27.98,36.22,2.3,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-35.csv,Mito 18,19,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.5,1479.72,813.27,1554158.88,154.24,NA,NA,NA,NA,NA,25.31,37.75,1.91,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-50.csv,ROIs 1,1,256.3,456,2257,643.28,138000000,81.41,230,2154,464.97,100000000,175.13,311.78,15742.34,648.42,140000000,306.09,2.59,22896.73,494.83,107000000,883.72,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 02 m-50.csv,Mito 8,9,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.35,5266.36,951.66,1122961.38,493.27,NA,NA,NA,NA,NA,24.17,35.32,2.4,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-50.csv,Mito 9,10,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.37,1052.25,827.54,158060.08,109.11,NA,NA,NA,NA,NA,22.54,36.92,2.24,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-50.csv,Mito 12,13,0.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.45,950.91,777.03,53615.3,65.44,NA,NA,NA,NA,NA,29.51,37.04,1.87,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-50.csv,Mito 15,16,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.94,4076.33,863.75,2072136.75,225.61,NA,NA,NA,NA,NA,27.99,36.21,2.29,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 02 m-50.csv,Mito 19,20,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.5,1479.72,807.87,1960695,154.83,NA,NA,NA,NA,NA,25.31,37.74,1.9,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-25.csv,ROIs 1,1,168.76,452,857,600.71,85138093,48.57,209,1794,381.77,54107626,144.24,329.52,1939.99,601.03,85183456,108.49,9.9,15407.98,402.76,57082796,652.98,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 03 m-25.csv,Mito 11,12,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.73,1014.63,838.54,25156.14,100.82,NA,NA,NA,NA,NA,33.13,54.62,1.13,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-25.csv,Mito 21,22,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.97,1841.1,898.11,196685.14,320.78,NA,NA,NA,NA,NA,30.86,53.52,2.76,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-25.csv,Mito 24,25,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.09,1930.68,786.61,1358468.88,216.54,NA,NA,NA,NA,NA,32.84,53.83,3.54,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-25.csv,Mito 29,30,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.78,1160.51,685.19,37000.51,176.09,NA,NA,NA,NA,NA,34.11,53.73,3.61,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-35.csv,ROIs 1,1,168.76,452,857,600.71,85138093,48.57,209,1794,381.77,54107626,144.24,329.52,1939.99,601.03,85183456,108.49,9.9,15407.98,402.76,57082796,652.98,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 03 m-35.csv,Mito 7,8,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.73,1092.27,850.98,39996.23,112.76,NA,NA,NA,NA,NA,33.14,54.63,1.16,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-35.csv,Mito 16,17,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.97,1841.1,889.37,223231.17,307.59,NA,NA,NA,NA,NA,30.85,53.52,2.74,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-35.csv,Mito 19,20,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.21,1930.68,780.84,1542157.88,214.26,NA,NA,NA,NA,NA,32.83,53.8,3.55,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-35.csv,Mito 26,27,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.78,1160.51,688.22,40604.96,180.48,NA,NA,NA,NA,NA,34.1,53.72,3.62,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-50.csv,ROIs 1,1,168.76,452,857,600.71,85138093,48.57,209,1794,381.77,54107626,144.24,329.52,1939.99,601.03,85183456,108.49,9.9,15407.98,402.76,57082796,652.98,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 03 m-50.csv,Mito 6,7,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.53,1154.17,850.34,60373.9,119.51,NA,NA,NA,NA,NA,33.14,54.63,1.15,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-50.csv,Mito 16,17,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.97,1841.1,879.29,273460.22,291.88,NA,NA,NA,NA,NA,30.85,53.53,2.69,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-50.csv,Mito 17,18,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.49,1930.68,773.65,1956563.25,211.15,NA,NA,NA,NA,NA,32.81,53.77,3.57,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 03 m-50.csv,Mito 24,25,0.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.1,1160.51,687.09,50157.56,179.04,NA,NA,NA,NA,NA,34.1,53.73,3.61,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-25.csv,ROIs 1,1,175.63,444,1089,601.63,88743184,46.21,221,2072,413.71,61024127,175.4,340.08,7311.22,601.71,88754784,133.13,2.72,22320.95,440.61,64991564,884.45,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,3,NA
