filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 I 25C 7 04 m-25.csv,Mito 10,11,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.4,783.38,627.88,11301.77,63.34,NA,NA,NA,NA,NA,41.83,40.89,1.03,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-25.csv,Mito 26,27,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.67,1090.36,754.98,131366.72,122.96,NA,NA,NA,NA,NA,39.49,41.14,3.51,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-25.csv,Mito 34,35,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.05,1969.01,784.96,1651551,157.24,NA,NA,NA,NA,NA,39.24,43.46,2.46,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-35.csv,ROIs 1,1,175.63,444,1089,601.63,88743184,46.21,221,2072,413.71,61024127,175.4,340.08,7311.22,601.71,88754784,133.13,2.72,22320.95,440.61,64991564,884.45,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,2,NA
GTY030 I 25C 7 04 m-35.csv,Mito 22,23,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.67,1140.4,757.67,150776.83,126.14,NA,NA,NA,NA,NA,39.49,41.14,3.5,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-35.csv,Mito 31,32,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.05,3426.04,782.8,1856804.13,179.66,NA,NA,NA,NA,NA,39.31,43.4,2.42,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-50.csv,ROIs 1,1,175.63,444,1089,601.63,88743184,46.21,221,2072,413.71,61024127,175.4,340.08,7311.22,601.71,88754784,133.13,2.72,22320.95,440.61,64991564,884.45,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,2,NA
GTY030 I 25C 7 04 m-50.csv,Mito 21,22,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.67,1140.4,751.72,171391.89,124.65,NA,NA,NA,NA,NA,39.49,41.14,3.49,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 04 m-50.csv,Mito 29,30,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.93,4271.67,778.75,2263840.75,200.58,NA,NA,NA,NA,NA,39.34,43.35,2.38,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,ROIs 1,1,262.97,452,1710,621.3,137000000,64.82,227,1433,368.17,81312540,98.69,273.71,12175.45,621.66,137000000,207.03,3.75,15671.23,384.4,84898352,568.29,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,6,NA
GTY030 I 25C 7 05 m-25.csv,Mito 3,4,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.65,721.62,682.5,17062.42,21.7,NA,NA,NA,NA,NA,44.94,33.92,0.504,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,Mito 6,7,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.83,738,678.19,29162.06,37.13,NA,NA,NA,NA,NA,42.44,33.88,0.663,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,Mito 7,8,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.5,826.87,727,55979.37,52.64,NA,NA,NA,NA,NA,42.24,34.95,0.997,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,Mito 13,14,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.75,1099.46,667.28,466429.75,102.62,NA,NA,NA,NA,NA,41.35,30.14,2.47,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,Mito 17,18,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.26,1068.81,704.46,798855.81,111.57,NA,NA,NA,NA,NA,43.02,34.97,3.07,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-25.csv,Mito 28,29,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.58,1047.7,675.06,198466.78,115.72,NA,NA,NA,NA,NA,45.78,33.85,3.85,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-35.csv,ROIs 1,1,262.97,452,1710,621.3,137000000,64.82,227,1433,368.17,81312540,98.69,273.71,12175.45,621.66,137000000,207.03,3.75,15671.23,384.4,84898352,568.29,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 05 m-35.csv,Mito 2,3,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.73,826.87,697.62,129058.78,57.16,NA,NA,NA,NA,NA,42.35,34.45,0.85,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-35.csv,Mito 3,4,0.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.73,721.62,662.86,29166.05,36.13,NA,NA,NA,NA,NA,44.87,33.93,0.47,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-35.csv,Mito 10,11,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.75,1147.22,667.2,587800.69,102.27,NA,NA,NA,NA,NA,41.35,30.17,2.48,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-35.csv,Mito 13,14,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.26,1068.81,701.74,891213.56,113.45,NA,NA,NA,NA,NA,43.03,34.98,3.08,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-35.csv,Mito 25,26,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.58,1047.7,672.08,221787.95,117.84,NA,NA,NA,NA,NA,45.78,33.86,3.86,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-50.csv,ROIs 1,1,262.97,452,1710,621.3,137000000,64.82,227,1433,368.17,81312540,98.69,273.71,12175.45,621.66,137000000,207.03,3.75,15671.23,384.4,84898352,568.29,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 05 m-50.csv,Mito 1,2,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.59,826.87,665.22,344583.84,55.95,NA,NA,NA,NA,NA,43.08,34.17,0.654,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-50.csv,Mito 7,8,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.69,1147.22,666.01,759249.88,101.26,NA,NA,NA,NA,NA,41.34,30.19,2.49,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-50.csv,Mito 11,12,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.98,1104.49,700.37,1085575.5,117.82,NA,NA,NA,NA,NA,43.03,34.98,3.07,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 05 m-50.csv,Mito 23,24,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.58,1047.7,672.8,271813.03,123.25,NA,NA,NA,NA,NA,45.78,33.85,3.85,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-25.csv,ROIs 1,1,186.59,454,1473,625.84,98070058,63.82,236,1975,410.68,64354977,154.39,299.99,9935.24,627.2,98283544,224.84,5.8,22574.28,436.41,68387000,836.44,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 06 m-25.csv,Mito 4,5,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.16,808.63,720.25,50417.43,39.88,NA,NA,NA,NA,NA,74.35,47.73,0.66,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-25.csv,Mito 12,13,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.45,6048.29,801.26,1419824,375.71,NA,NA,NA,NA,NA,73.74,48.49,2.82,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-25.csv,Mito 33,34,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.98,1127.98,714.83,506099.44,98.47,NA,NA,NA,NA,NA,70.67,47.09,3.84,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-25.csv,Mito 35,36,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.92,843.87,707.07,99696.91,67.88,NA,NA,NA,NA,NA,73.86,48.09,4.7,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-35.csv,ROIs 1,1,186.59,454,1473,625.84,98070058,63.82,236,1975,410.68,64354977,154.39,299.99,9935.24,627.2,98283544,224.84,5.8,22574.28,436.41,68387000,836.44,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 06 m-35.csv,Mito 4,5,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.89,808.63,715.59,65118.66,40.66,NA,NA,NA,NA,NA,74.34,47.74,0.692,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-35.csv,Mito 9,10,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.45,6324.8,812.62,1593545.63,440.53,NA,NA,NA,NA,NA,73.73,48.49,2.8,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-35.csv,Mito 30,31,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.98,1128.12,716.48,568170.75,99.22,NA,NA,NA,NA,NA,70.66,47.09,3.86,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-35.csv,Mito 32,33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.12,843.87,704.38,118336.56,67.81,NA,NA,NA,NA,NA,73.87,48.09,4.7,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-50.csv,ROIs 1,1,186.59,454,1473,625.84,98070058,63.82,236,1975,410.68,64354977,154.39,299.99,9935.24,627.2,98283544,224.84,5.8,22574.28,436.41,68387000,836.44,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 06 m-50.csv,Mito 2,3,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.56,808.63,705.95,104480.27,44.62,NA,NA,NA,NA,NA,74.33,47.74,0.665,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-50.csv,Mito 26,27,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.87,7671.37,819.6,1986712.63,508.01,NA,NA,NA,NA,NA,73.7,48.48,2.78,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-50.csv,Mito 28,29,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.85,1128.12,716.54,728717.94,102.36,NA,NA,NA,NA,NA,70.65,47.1,3.86,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 06 m-50.csv,Mito 30,31,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.85,868.68,702.06,160771.73,68.7,NA,NA,NA,NA,NA,73.87,48.09,4.7,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,ROIs 1,1,225.89,441,893,609.93,116000000,47.25,236,2022,434.46,82423069,168.97,312.51,2965.71,610.4,116000000,104.42,0.0625,25089.71,454.57,86238032,782.1,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,6,NA
GTY030 I 25C 7 07 m-25.csv,Mito 2,3,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.94,748.98,675.66,18918.42,40.19,NA,NA,NA,NA,NA,63.19,26.53,0.471,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,Mito 5,6,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.2,878.9,738.96,322185.22,56.06,NA,NA,NA,NA,NA,60.11,23.94,1.08,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,Mito 8,9,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.78,1046.79,803.05,157397.97,77.45,NA,NA,NA,NA,NA,61.49,22.81,1.36,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,Mito 20,21,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.78,1545,835.9,1190319.75,178.19,NA,NA,NA,NA,NA,63.05,25.37,2.4,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,Mito 30,31,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.01,1119.52,705.14,602890.88,110.33,NA,NA,NA,NA,NA,61.19,23.54,3.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-25.csv,Mito 31,32,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.35,1784.61,726.57,166384.59,224.9,NA,NA,NA,NA,NA,61.57,26.07,3.48,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-35.csv,ROIs 1,1,225.89,441,893,609.93,116000000,47.25,236,2022,434.46,82423069,168.97,312.51,2965.71,610.4,116000000,104.42,0.0625,25089.71,454.57,86238032,782.1,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,5,NA
GTY030 I 25C 7 07 m-35.csv,Mito 5,6,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.2,878.9,736.93,392046.06,55.26,NA,NA,NA,NA,NA,60.13,23.92,1.07,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-35.csv,Mito 8,9,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.99,1046.79,794.18,195369.31,75.96,NA,NA,NA,NA,NA,61.49,22.82,1.36,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-35.csv,Mito 20,21,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.92,1545,821.85,1419334.13,174.02,NA,NA,NA,NA,NA,63.02,25.46,2.26,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-35.csv,Mito 24,25,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.35,2093.26,734.21,193832.48,260.05,NA,NA,NA,NA,NA,61.56,26.07,3.47,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-35.csv,Mito 27,28,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.01,1159.55,703.71,680482.88,112.42,NA,NA,NA,NA,NA,61.19,23.54,3.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-50.csv,ROIs 1,1,225.89,441,893,609.93,116000000,47.25,236,2022,434.46,82423069,168.97,312.51,2965.71,610.4,116000000,104.42,0.0625,25089.71,454.57,86238032,782.1,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,4,NA
GTY030 I 25C 7 07 m-50.csv,Mito 5,6,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.71,1046.79,745.65,803068.56,67.04,NA,NA,NA,NA,NA,60.59,23.54,1.13,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-50.csv,Mito 14,15,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.92,1545,799.02,1940026.63,165.14,NA,NA,NA,NA,NA,62.96,25.58,2.03,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-50.csv,Mito 20,21,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.36,2093.26,726.78,227482.77,258.5,NA,NA,NA,NA,NA,61.56,26.07,3.47,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 07 m-50.csv,Mito 25,26,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.41,1159.55,702.41,847803.25,118.6,NA,NA,NA,NA,NA,61.18,23.55,3.32,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-25.csv,ROIs 1,1,184.28,444,1110,597.01,92399836,48.3,219,2144,419.41,64912356,158.23,338.11,5433.92,596.22,92277152,124.79,9.07,28455.51,446.48,69101584,930.7,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,2,NA
GTY030 I 25C 7 08 m-25.csv,Mito 16,17,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.93,2637.76,795.92,1221741.5,231.04,NA,NA,NA,NA,NA,53.49,11.46,2.69,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-25.csv,Mito 32,33,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.86,1985.05,713.9,693911.06,182.04,NA,NA,NA,NA,NA,52.44,13.29,3.11,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-35.csv,ROIs 1,1,184.28,444,1110,597.01,92399836,48.3,219,2144,419.41,64912356,158.23,338.11,5433.92,596.22,92277152,124.79,9.07,28455.51,446.48,69101584,930.7,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,2,NA
GTY030 I 25C 7 08 m-35.csv,Mito 28,29,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.81,2849.07,793.39,1387644.75,235.11,NA,NA,NA,NA,NA,53.5,11.46,2.68,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-35.csv,Mito 29,30,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.32,1985.05,713.74,773689.62,182.59,NA,NA,NA,NA,NA,52.44,13.28,3.1,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-50.csv,ROIs 1,1,184.28,444,1110,597.01,92399836,48.3,219,2144,419.41,64912356,158.23,338.11,5433.92,596.22,92277152,124.79,9.07,28455.51,446.48,69101584,930.7,NA,NA,NA,GTY030 I 25C 7,ROIs,Object,2,NA
GTY030 I 25C 7 08 m-50.csv,Mito 10,11,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.81,2852.46,790.01,1682711,243.66,NA,NA,NA,NA,NA,53.51,11.46,2.66,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 7 08 m-50.csv,Mito 27,28,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.67,1985.05,713.23,947877.94,185.64,NA,NA,NA,NA,NA,52.43,13.29,3.09,GTY030 I 25C 7,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,ROIs 1,1,223.14,440,1747,604.33,113000000,65.56,231,2155,420.16,78738968,154.92,199.93,16681.72,606.34,114000000,288.16,1e-6,24033.37,449.3,84200400,845.19,NA,NA,NA,GTY030 I 25C 8,ROIs,Object,9,NA
GTY030 I 25C 8 01 m-25.csv,Mito 3,4,0.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.23,691.13,626.98,27587.3,36.4,NA,NA,NA,NA,NA,10.2,12.85,0.47,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 4,5,0.0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.91,718.48,629.1,16985.7,38.11,NA,NA,NA,NA,NA,10.86,13.22,0.478,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 6,7,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.59,812,628.97,25787.84,75.44,NA,NA,NA,NA,NA,11.67,13.68,0.9,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 12,13,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.3,2032.15,769.3,443117.66,250.63,NA,NA,NA,NA,NA,10.33,11.44,2.49,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 23,24,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.43,1008.87,765.03,273115.25,66.89,NA,NA,NA,NA,NA,9.67,14.32,1.73,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 25,26,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.31,922.6,706.65,80558.14,89.32,NA,NA,NA,NA,NA,8.94,12.21,2.74,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 29,30,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.94,1064.55,722.92,85304.21,150.24,NA,NA,NA,NA,NA,9.69,14.43,3.01,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 30,31,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.03,2065.89,762.99,950680.94,221.99,NA,NA,NA,NA,NA,13.97,15.18,2.65,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-25.csv,Mito 33,34,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,15013.15,983.27,344145.84,1330.68,NA,NA,NA,NA,NA,12,13.63,3.17,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,ROIs 1,1,223.14,440,1747,604.33,113000000,65.56,231,2155,420.16,78738968,154.92,199.93,16681.72,606.34,114000000,288.16,1e-6,24033.37,449.3,84200400,845.19,NA,NA,NA,GTY030 I 25C 8,ROIs,Object,7,NA
GTY030 I 25C 8 01 m-35.csv,Mito 3,4,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.67,742.49,633.8,74154.88,43.07,NA,NA,NA,NA,NA,10.48,13,0.479,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 4,5,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.59,862.04,631.65,34108.89,81.23,NA,NA,NA,NA,NA,11.68,13.67,0.917,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 11,12,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.67,2032.15,752.37,513118.06,239.07,NA,NA,NA,NA,NA,10.34,11.46,2.48,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 25,26,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.39,922.6,694.21,93024.45,91.33,NA,NA,NA,NA,NA,8.93,12.21,2.78,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 28,29,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.38,1064.55,755.54,424613.16,100.56,NA,NA,NA,NA,NA,9.68,14.35,2.06,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 29,30,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.03,2065.89,758.16,1050804.38,219.31,NA,NA,NA,NA,NA,13.97,15.18,2.64,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-35.csv,Mito 33,34,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,15743.6,1111.9,456992.94,1834.12,NA,NA,NA,NA,NA,12,13.64,3.16,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,ROIs 1,1,223.14,440,1747,604.33,113000000,65.56,231,2155,420.16,78738968,154.92,199.93,16681.72,606.34,114000000,288.16,1e-6,24033.37,449.3,84200400,845.19,NA,NA,NA,GTY030 I 25C 8,ROIs,Object,6,NA
GTY030 I 25C 8 01 m-50.csv,Mito 3,4,0.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.93,863.15,622.86,49205.99,94.08,NA,NA,NA,NA,NA,11.69,13.68,0.965,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,Mito 10,11,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.67,2032.15,718.78,828031.94,208.62,NA,NA,NA,NA,NA,10.35,11.8,2.01,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,Mito 21,22,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.24,1064.55,751.06,552780.88,102.49,NA,NA,NA,NA,NA,9.68,14.35,2.06,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,Mito 24,25,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.39,922.6,690.51,118767.31,88.66,NA,NA,NA,NA,NA,8.94,12.21,2.77,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,Mito 26,27,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.03,2065.89,744.72,1233258.63,213.29,NA,NA,NA,NA,NA,13.97,15.17,2.64,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 01 m-50.csv,Mito 30,31,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,15743.6,1128.82,591503.31,1797.38,NA,NA,NA,NA,NA,12.01,13.63,3.17,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 02 m-25.csv,ROIs 1,1,263.15,449,1208,608.2,134000000,49.09,216,2518,453.14,100000000,211.65,282.97,8368.79,605.1,134000000,142.08,1e-6,32922.14,479.19,106000000,965.92,NA,NA,NA,GTY030 I 25C 8,ROIs,Object,4,NA
GTY030 I 25C 8 02 m-25.csv,Mito 5,6,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.68,3391.78,849.5,411159.81,336.03,NA,NA,NA,NA,NA,43.04,49,1.57,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 02 m-25.csv,Mito 41,42,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.31,1146.62,709.8,120665.78,133.92,NA,NA,NA,NA,NA,40.62,50.06,4.15,GTY030 I 25C 8,Mito,Object,NA,1
GTY030 I 25C 8 02 m-25.csv,Mito 44,45,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.07,1130.06,703.26,123070.06,143.89,NA,NA,NA,NA,NA,42.14,49.54,4.27,GTY030 I 25C 8,Mito,Object,NA,1
