filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Number of contained Mito,Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Compartment ROIs ID,ExtracellularBackground
PSY109 25C 9 05 m-35.csv,13,PSY109 25C 9,Mito 12,Mito,Object,1889,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.44,3212.71,656.78,1240659,147.88,NA,71.81,59.88,3.04,1,532.41
PSY109 25C 9 05 m-35.csv,31,PSY109 25C 9,Mito 30,Mito,Object,844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.26,1075.7,700.45,591177.5,131.7,NA,67.93,60.79,2.81,1,532.41
PSY109 25C 9 05 m-50.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,166446,198.19,205,1843,404.59,67342582,115.78,5.83,18353.35,434.18,72267528,716.27,257.08,18664.41,613.13,102000000,274.28,3,NA,NA,NA,NA,532.41
PSY109 25C 9 05 m-50.csv,3,PSY109 25C 9,Mito 2,Mito,Object,321,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.21,950.17,751.62,241270.91,73.19,NA,72.7,59.11,1.38,1,532.41
PSY109 25C 9 05 m-50.csv,14,PSY109 25C 9,Mito 13,Mito,Object,2338,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.44,3604.79,661.46,1546488.87,181.65,NA,71.79,59.88,3.03,1,532.41
PSY109 25C 9 05 m-50.csv,26,PSY109 25C 9,Mito 25,Mito,Object,1065,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.26,1075.7,696.64,741923.38,131.92,NA,67.92,60.78,2.8,1,532.41
PSY109 25C 9 06 m-25.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,175014,208.39,225,1686,396.97,69475877,109.89,0.965,20491.3,423.67,74147984,769.98,286.93,4220.58,598.85,105000000,119.52,5,NA,NA,NA,NA,532.41
PSY109 25C 9 06 m-25.csv,15,PSY109 25C 9,Mito 14,Mito,Object,411,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.99,1088.57,704.8,289672.78,114.61,NA,74,7.76,2.64,1,532.41
PSY109 25C 9 06 m-25.csv,21,PSY109 25C 9,Mito 20,Mito,Object,84,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.17,923.51,642.02,53929.5,137.37,NA,72.42,5.07,2.99,1,532.41
PSY109 25C 9 06 m-25.csv,22,PSY109 25C 9,Mito 21,Mito,Object,426,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.04,3750.42,983.56,418997.75,599.19,NA,73.97,5.46,3.11,1,532.41
PSY109 25C 9 06 m-25.csv,25,PSY109 25C 9,Mito 24,Mito,Object,1443,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.26,1240.34,724.14,1044932.5,152.71,NA,76.85,6.8,2.9,1,532.41
PSY109 25C 9 06 m-25.csv,26,PSY109 25C 9,Mito 25,Mito,Object,75,0.0893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.24,876.28,622.5,46687.24,107.83,NA,72.21,5.89,3.25,1,532.41
PSY109 25C 9 06 m-35.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,175014,208.39,225,1686,396.97,69475877,109.89,0.965,20491.3,423.67,74147984,769.98,286.93,4220.58,598.85,105000000,119.52,5,NA,NA,NA,NA,532.41
PSY109 25C 9 06 m-35.csv,14,PSY109 25C 9,Mito 13,Mito,Object,473,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.66,1095.85,704.74,333342.38,121.33,NA,74,7.77,2.65,1,532.41
PSY109 25C 9 06 m-35.csv,19,PSY109 25C 9,Mito 18,Mito,Object,479,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.99,3750.42,971.52,465359.09,582.07,NA,73.97,5.46,3.11,1,532.41
PSY109 25C 9 06 m-35.csv,21,PSY109 25C 9,Mito 20,Mito,Object,92,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.17,923.51,636.96,58600.39,133.21,NA,72.42,5.07,3,1,532.41
PSY109 25C 9 06 m-35.csv,22,PSY109 25C 9,Mito 21,Mito,Object,1670,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.54,1240.34,720.02,1202440,157.2,NA,76.85,6.79,2.92,1,532.41
PSY109 25C 9 06 m-35.csv,23,PSY109 25C 9,Mito 22,Mito,Object,82,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.24,876.28,621.5,50963.17,105.45,NA,72.2,5.9,3.23,1,532.41
PSY109 25C 9 06 m-50.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,175014,208.39,225,1686,396.97,69475877,109.89,0.965,20491.3,423.67,74147984,769.98,286.93,4220.58,598.85,105000000,119.52,5,NA,NA,NA,NA,532.41
PSY109 25C 9 06 m-50.csv,15,PSY109 25C 9,Mito 14,Mito,Object,584,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.02,1095.85,707.7,413295.59,128.66,NA,74,7.77,2.64,1,532.41
PSY109 25C 9 06 m-50.csv,20,PSY109 25C 9,Mito 19,Mito,Object,597,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.58,3750.42,946.52,565073.56,558.51,NA,73.95,5.48,3.12,1,532.41
PSY109 25C 9 06 m-50.csv,21,PSY109 25C 9,Mito 20,Mito,Object,115,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.17,923.51,626.68,72068.73,134.91,NA,72.42,5.07,3.01,1,532.41
PSY109 25C 9 06 m-50.csv,22,PSY109 25C 9,Mito 21,Mito,Object,2147,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.24,1240.34,713.44,1531758.75,161.14,NA,76.83,6.77,2.92,1,532.41
PSY109 25C 9 06 m-50.csv,23,PSY109 25C 9,Mito 22,Mito,Object,109,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.57,943.94,609.81,66469.27,114.62,NA,72.2,5.92,3.23,1,532.41
PSY109 25C 9 07 m-25.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,156912,186.84,222,1146,327.21,51343685,52.33,94.25,14793.21,340.46,53421708,324.4,280.56,7299.67,596.28,93563640,132.26,12,NA,NA,NA,NA,532.41
PSY109 25C 9 07 m-25.csv,4,PSY109 25C 9,Mito 3,Mito,Object,31,0.0369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.44,808.7,704.24,21831.42,49.92,NA,47.59,16.27,1.48,1,532.41
PSY109 25C 9 07 m-25.csv,8,PSY109 25C 9,Mito 7,Mito,Object,46,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.96,912.43,789.64,36323.47,64.76,NA,45.33,18.46,1.63,1,532.41
PSY109 25C 9 07 m-25.csv,9,PSY109 25C 9,Mito 8,Mito,Object,41,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.69,896.68,777.6,31881.52,51.89,NA,47.96,18.55,1.63,1,532.41
PSY109 25C 9 07 m-25.csv,27,PSY109 25C 9,Mito 26,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.47,611.03,587.74,6465.16,16.42,NA,46.51,14.92,3,1,532.41
PSY109 25C 9 07 m-25.csv,28,PSY109 25C 9,Mito 27,Mito,Object,155,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.08,1068.98,700.99,108653.08,143.33,NA,46.44,19.2,2.9,1,532.41
PSY109 25C 9 07 m-25.csv,29,PSY109 25C 9,Mito 28,Mito,Object,67,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,904.39,694.27,46516.02,108.68,NA,46.54,13.88,3.44,1,532.41
PSY109 25C 9 07 m-25.csv,30,PSY109 25C 9,Mito 29,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.38,580.41,495.53,5450.83,60.77,NA,46.75,14.99,3.3,1,532.41
PSY109 25C 9 07 m-25.csv,31,PSY109 25C 9,Mito 30,Mito,Object,101,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.55,905.15,683.38,69021.51,107.62,NA,48.15,16.1,3.26,1,532.41
PSY109 25C 9 07 m-25.csv,32,PSY109 25C 9,Mito 31,Mito,Object,68,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.85,886.33,586.05,39851.27,137.79,NA,45.62,16.8,3.69,1,532.41
PSY109 25C 9 07 m-25.csv,33,PSY109 25C 9,Mito 32,Mito,Object,34,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.27,900.6,675.73,22974.95,119.23,NA,48.7,17.37,3.21,1,532.41
PSY109 25C 9 07 m-25.csv,34,PSY109 25C 9,Mito 33,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.96,627.42,570.37,6274.09,56.6,NA,45.7,18.63,3.35,1,532.41
PSY109 25C 9 07 m-25.csv,38,PSY109 25C 9,Mito 37,Mito,Object,28,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.68,711.54,589.64,16509.81,70.41,NA,45.45,17.97,3.63,1,532.41
PSY109 25C 9 07 m-35.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,156912,186.84,222,1146,327.21,51343685,52.33,94.25,14793.21,340.46,53421708,324.4,280.56,7299.67,596.28,93563640,132.26,9,NA,NA,NA,NA,532.41
PSY109 25C 9 07 m-35.csv,3,PSY109 25C 9,Mito 2,Mito,Object,53,0.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.44,905.86,708.47,37549.14,61.73,NA,47.59,16.28,1.47,1,532.41
PSY109 25C 9 07 m-35.csv,6,PSY109 25C 9,Mito 5,Mito,Object,80,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.01,912.43,777.87,62229.46,70.71,NA,45.32,18.33,1.61,1,532.41
PSY109 25C 9 07 m-35.csv,7,PSY109 25C 9,Mito 6,Mito,Object,47,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.27,896.68,777.95,36563.52,57.46,NA,47.95,18.55,1.65,1,532.41
PSY109 25C 9 07 m-35.csv,24,PSY109 25C 9,Mito 23,Mito,Object,38,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.38,758.33,558.78,21233.56,81.7,NA,46.61,14.95,3.13,1,532.41
PSY109 25C 9 07 m-35.csv,25,PSY109 25C 9,Mito 24,Mito,Object,126,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.55,951.04,688.79,86786.99,107.87,NA,48.13,16.07,3.25,1,532.41
PSY109 25C 9 07 m-35.csv,27,PSY109 25C 9,Mito 26,Mito,Object,78,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,904.39,696.96,54363.26,104.26,NA,46.53,13.9,3.45,1,532.41
PSY109 25C 9 07 m-35.csv,28,PSY109 25C 9,Mito 27,Mito,Object,94,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.85,913.41,604.21,56795.95,139.59,NA,45.63,16.75,3.67,1,532.41
PSY109 25C 9 07 m-35.csv,29,PSY109 25C 9,Mito 28,Mito,Object,43,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.27,927.78,689.25,29637.93,129.02,NA,48.71,17.36,3.19,1,532.41
PSY109 25C 9 07 m-35.csv,32,PSY109 25C 9,Mito 31,Mito,Object,258,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.1,1068.98,670.37,172956.06,140.54,NA,46.18,18.92,3.08,1,532.41
PSY109 25C 9 07 m-50.csv,1,PSY109 25C 9,ROIs 1,ROIs,Object,156912,186.84,222,1146,327.21,51343685,52.33,94.25,14793.21,340.46,53421708,324.4,280.56,7299.67,596.28,93563640,132.26,9,NA,NA,NA,NA,532.41
PSY109 25C 9 07 m-50.csv,4,PSY109 25C 9,Mito 3,Mito,Object,87,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.44,949.17,718.43,62503.13,68.03,NA,47.59,16.28,1.47,1,532.41
PSY109 25C 9 07 m-50.csv,5,PSY109 25C 9,Mito 4,Mito,Object,32,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.12,915.8,796.92,25501.6,60.16,NA,46.3,16.91,1.22,1,532.41
PSY109 25C 9 07 m-50.csv,6,PSY109 25C 9,Mito 5,Mito,Object,148,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.04,929.55,777.56,115078.77,76.8,NA,45.28,18.22,1.6,1,532.41
PSY109 25C 9 07 m-50.csv,7,PSY109 25C 9,Mito 6,Mito,Object,78,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.25,986.58,778.1,60692.15,73.19,NA,47.95,18.54,1.62,1,532.41
PSY109 25C 9 07 m-50.csv,24,PSY109 25C 9,Mito 23,Mito,Object,191,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.55,989.81,690.66,131915.11,112.18,NA,48.1,16.05,3.25,1,532.41
PSY109 25C 9 07 m-50.csv,27,PSY109 25C 9,Mito 26,Mito,Object,109,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.48,904.39,676.81,73771.99,112.44,NA,46.53,13.9,3.48,1,532.41
PSY109 25C 9 07 m-50.csv,28,PSY109 25C 9,Mito 27,Mito,Object,272,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.12,1109.15,618.07,168114.06,138.12,NA,46.02,16.11,3.52,1,532.41
PSY109 25C 9 07 m-50.csv,29,PSY109 25C 9,Mito 28,Mito,Object,64,0.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.27,959.04,691.84,44277.59,131.58,NA,48.71,17.35,3.18,1,532.41
PSY109 25C 9 07 m-50.csv,32,PSY109 25C 9,Mito 31,Mito,Object,392,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.08,1103.43,657.05,257565.16,139.9,NA,46.13,18.85,3.15,1,532.41
PSY109 36C 10 01 m-25.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,191709,228.27,239,1751,419.8,80478661,120.19,1e-6,20322.28,448.13,85911400,658.82,209.39,8464.03,568.22,109000000,150.71,5,NA,NA,NA,NA,511
PSY109 36C 10 01 m-25.csv,2,PSY109 36C 10,Mito 1,Mito,Object,76,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.83,759.23,597.12,45380.88,58.72,NA,29.15,4.29,0.955,1,511
PSY109 36C 10 01 m-25.csv,8,PSY109 36C 10,Mito 7,Mito,Object,54,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,780.37,614.52,33184.19,56.97,NA,28.99,4.99,0.956,1,511
PSY109 36C 10 01 m-25.csv,10,PSY109 36C 10,Mito 9,Mito,Object,1216,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.26,1182.49,731.63,889657.06,130.74,NA,27.21,4.29,2.31,1,511
PSY109 36C 10 01 m-25.csv,18,PSY109 36C 10,Mito 17,Mito,Object,1428,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.56,2859.97,784.56,1120351.25,235.96,NA,32.12,6.14,2.4,1,511
PSY109 36C 10 01 m-25.csv,22,PSY109 36C 10,Mito 21,Mito,Object,1419,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.87,1494.79,744.52,1056466.88,146.24,NA,29.67,5.29,2.06,1,511
PSY109 36C 10 01 m-35.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,191709,228.27,239,1751,419.8,80478661,120.19,1e-6,20322.28,448.13,85911400,658.82,209.39,8464.03,568.22,109000000,150.71,3,NA,NA,NA,NA,511
PSY109 36C 10 01 m-35.csv,7,PSY109 36C 10,Mito 6,Mito,Object,1372,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.85,1182.49,725.45,995311.25,134.75,NA,27.21,4.29,2.32,1,511
PSY109 36C 10 01 m-35.csv,20,PSY109 36C 10,Mito 19,Mito,Object,1877,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.87,1494.79,724.33,1359575.88,144.05,NA,29.62,5.2,1.92,1,511
PSY109 36C 10 01 m-35.csv,23,PSY109 36C 10,Mito 22,Mito,Object,1608,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.83,2859.97,782.04,1257525.38,242.8,NA,32.12,6.14,2.39,1,511
PSY109 36C 10 01 m-50.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,191709,228.27,239,1751,419.8,80478661,120.19,1e-6,20322.28,448.13,85911400,658.82,209.39,8464.03,568.22,109000000,150.71,3,NA,NA,NA,NA,511
PSY109 36C 10 01 m-50.csv,8,PSY109 36C 10,Mito 7,Mito,Object,1763,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.85,1195.21,712.39,1255940.88,137.24,NA,27.22,4.27,2.33,1,511
PSY109 36C 10 01 m-50.csv,14,PSY109 36C 10,Mito 13,Mito,Object,2000,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.9,3242.44,775.37,1550739,258.01,NA,32.12,6.13,2.39,1,511
PSY109 36C 10 01 m-50.csv,17,PSY109 36C 10,Mito 16,Mito,Object,2593,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.58,1494.79,707.25,1833893.5,137.75,NA,29.6,5.16,1.85,1,511
PSY109 36C 10 02 m-25.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,227934,271.4,237,1869,437.97,99828955,127.46,2.21,24328.78,461.7,105000000,668.83,213.43,14573.11,583.65,133000000,227.58,3,NA,NA,NA,NA,511
PSY109 36C 10 02 m-25.csv,4,PSY109 36C 10,Mito 3,Mito,Object,180,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.17,905.69,736.02,132483.97,74.12,NA,35.6,37.46,1.07,1,511
PSY109 36C 10 02 m-25.csv,20,PSY109 36C 10,Mito 19,Mito,Object,4443,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.05,7065.86,837.06,3719063.5,507.55,NA,37.63,35.96,2,1,511
PSY109 36C 10 02 m-25.csv,21,PSY109 36C 10,Mito 20,Mito,Object,213,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.43,941.74,651.82,138836.88,115.1,NA,37.28,37.53,2.36,1,511
PSY109 36C 10 02 m-35.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,227934,271.4,237,1869,437.97,99828955,127.46,2.21,24328.78,461.7,105000000,668.83,213.43,14573.11,583.65,133000000,227.58,4,NA,NA,NA,NA,511
PSY109 36C 10 02 m-35.csv,2,PSY109 36C 10,Mito 1,Mito,Object,211,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.17,905.69,731.88,154427.17,74.55,NA,35.6,37.47,1.09,1,511
PSY109 36C 10 02 m-35.csv,12,PSY109 36C 10,Mito 11,Mito,Object,16,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.52,1097.79,695.9,11134.35,154.66,NA,38.58,35.98,1.29,1,511
PSY109 36C 10 02 m-35.csv,18,PSY109 36C 10,Mito 17,Mito,Object,5162,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.05,9142.01,834.68,4308601,523.68,NA,37.63,35.95,2,1,511
PSY109 36C 10 02 m-35.csv,19,PSY109 36C 10,Mito 18,Mito,Object,236,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.43,941.74,650.57,153534.63,115.59,NA,37.27,37.54,2.37,1,511
PSY109 36C 10 02 m-50.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,227934,271.4,237,1869,437.97,99828955,127.46,2.21,24328.78,461.7,105000000,668.83,213.43,14573.11,583.65,133000000,227.58,3,NA,NA,NA,NA,511
PSY109 36C 10 02 m-50.csv,4,PSY109 36C 10,Mito 3,Mito,Object,283,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.17,905.69,726.86,205701.56,76.29,NA,35.61,37.48,1.12,1,511
PSY109 36C 10 02 m-50.csv,15,PSY109 36C 10,Mito 14,Mito,Object,6896,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.05,9142.01,820.31,5656852,515.45,NA,37.6,35.92,1.99,1,511
PSY109 36C 10 02 m-50.csv,16,PSY109 36C 10,Mito 15,Mito,Object,310,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.39,941.74,635.44,196987.91,118.59,NA,37.28,37.53,2.38,1,511
PSY109 36C 10 03 m-25.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,182805,217.67,218,1627,388.52,71023708,98.61,7.5,19248.67,406.06,74229016,531.1,244.85,8540.08,576.12,105000000,184.62,5,NA,NA,NA,NA,511
PSY109 36C 10 03 m-25.csv,5,PSY109 36C 10,Mito 4,Mito,Object,153,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.47,995.86,774.61,118514.98,78.24,NA,38.49,41.62,1.02,1,511
PSY109 36C 10 03 m-25.csv,6,PSY109 36C 10,Mito 5,Mito,Object,2074,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.68,6716.43,894.38,1854935.63,658.49,NA,39.52,43.23,2.37,1,511
PSY109 36C 10 03 m-25.csv,13,PSY109 36C 10,Mito 12,Mito,Object,230,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,1894.33,819.21,188418.2,273.98,NA,35.83,42.66,2.47,1,511
PSY109 36C 10 03 m-25.csv,14,PSY109 36C 10,Mito 13,Mito,Object,207,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.39,947.77,793.98,164354.22,73.26,NA,36.81,43.92,1.29,1,511
PSY109 36C 10 03 m-25.csv,27,PSY109 36C 10,Mito 26,Mito,Object,77,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.72,1319.12,745.9,57434.35,175.53,NA,37.24,41.4,3.05,1,511
PSY109 36C 10 03 m-35.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,182805,217.67,218,1627,388.52,71023708,98.61,7.5,19248.67,406.06,74229016,531.1,244.85,8540.08,576.12,105000000,184.62,5,NA,NA,NA,NA,511
PSY109 36C 10 03 m-35.csv,3,PSY109 36C 10,Mito 2,Mito,Object,199,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.28,995.86,771.8,153588.34,80.89,NA,38.47,41.62,1.03,1,511
PSY109 36C 10 03 m-35.csv,4,PSY109 36C 10,Mito 3,Mito,Object,2429,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.68,6716.43,878.32,2133436.75,643.49,NA,39.51,43.22,2.36,1,511
PSY109 36C 10 03 m-35.csv,13,PSY109 36C 10,Mito 12,Mito,Object,260,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,1894.33,810.01,210601.52,281.6,NA,35.84,42.67,2.49,1,511
PSY109 36C 10 03 m-35.csv,14,PSY109 36C 10,Mito 13,Mito,Object,274,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.76,947.77,780.1,213748.06,79.81,NA,36.82,43.91,1.29,1,511
PSY109 36C 10 03 m-35.csv,28,PSY109 36C 10,Mito 27,Mito,Object,92,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.31,1319.12,724.7,66671.99,176.7,NA,37.24,41.4,3.07,1,511
PSY109 36C 10 03 m-50.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,182805,217.67,218,1627,388.52,71023708,98.61,7.5,19248.67,406.06,74229016,531.1,244.85,8540.08,576.12,105000000,184.62,5,NA,NA,NA,NA,511
PSY109 36C 10 03 m-50.csv,5,PSY109 36C 10,Mito 4,Mito,Object,285,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.84,995.86,762.66,217357.7,81.98,NA,38.49,41.62,1.07,1,511
PSY109 36C 10 03 m-50.csv,7,PSY109 36C 10,Mito 6,Mito,Object,400,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.97,1024.36,769.37,307749.28,83.39,NA,36.86,43.89,1.29,1,511
PSY109 36C 10 03 m-50.csv,12,PSY109 36C 10,Mito 11,Mito,Object,326,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.28,1894.33,790.53,257712.19,281.84,NA,35.84,42.67,2.48,1,511
PSY109 36C 10 03 m-50.csv,23,PSY109 36C 10,Mito 22,Mito,Object,3257,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.68,7376.5,846.42,2756789.5,610.4,NA,39.5,43.21,2.31,1,511
PSY109 36C 10 03 m-50.csv,24,PSY109 36C 10,Mito 23,Mito,Object,119,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.95,1319.12,709.25,84401.09,177.68,NA,37.24,41.4,3.09,1,511
PSY109 36C 10 04 m-25.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,194859,232.02,237,1719,441.6,86048796,137.61,0.0861,16072.72,474.93,92544112,723.84,226.92,12489.54,582.72,114000000,190.41,5,NA,NA,NA,NA,511
PSY109 36C 10 04 m-25.csv,7,PSY109 36C 10,Mito 6,Mito,Object,94,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.54,834.06,700.02,65801.63,50.25,NA,67.73,49.01,1.06,1,511
PSY109 36C 10 04 m-25.csv,16,PSY109 36C 10,Mito 15,Mito,Object,1411,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.28,1234.87,798.31,1126414.63,127.54,NA,66.73,49.44,1.89,1,511
PSY109 36C 10 04 m-25.csv,17,PSY109 36C 10,Mito 16,Mito,Object,1420,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.7,1398.21,762.32,1082489,155.33,NA,71.92,51.98,1.94,1,511
PSY109 36C 10 04 m-25.csv,29,PSY109 36C 10,Mito 28,Mito,Object,1469,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.74,1151.57,682.13,1002050.75,132.77,NA,69.17,49.47,2.33,1,511
PSY109 36C 10 04 m-25.csv,30,PSY109 36C 10,Mito 29,Mito,Object,406,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.7,1175.21,726.37,294907.91,149.31,NA,68.23,51.71,3.16,1,511
PSY109 36C 10 04 m-35.csv,1,PSY109 36C 10,ROIs 1,ROIs,Object,194859,232.02,237,1719,441.6,86048796,137.61,0.0861,16072.72,474.93,92544112,723.84,226.92,12489.54,582.72,114000000,190.41,6,NA,NA,NA,NA,511
PSY109 36C 10 04 m-35.csv,5,PSY109 36C 10,Mito 4,Mito,Object,116,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.54,834.06,695.81,80713.4,51.01,NA,67.72,49.01,1.11,1,511
