filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 25C 15 02 m-50.csv,Mito 12,13,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.65,2896.9,1213,845463.94,307.59,NA,NA,NA,NA,NA,11.99,62.89,2.35,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 02 m-50.csv,Mito 17,18,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.4,1427.31,931.71,236653.63,165.01,NA,NA,NA,NA,NA,10.17,61.43,3.28,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 02 m-50.csv,Mito 24,25,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.47,1246.07,850.44,102903.58,145.3,NA,NA,NA,NA,NA,12.98,62.06,3.15,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 02 m-50.csv,Mito 35,36,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.83,1082.81,935,23375.05,94.78,NA,NA,NA,NA,NA,10.99,62.77,3.48,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-25.csv,ROIs 1,1,231.07,461,1012,657.78,128000000,62.89,205,1505,345.35,67018203,102.77,239.66,4348.45,664.13,129000000,166.57,31.03,10994.49,363.29,70500040,454.8,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-25.csv,Mito 6,7,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.89,1010.39,895.69,18809.59,59.41,NA,NA,NA,NA,NA,24.34,52.2,1.2,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-25.csv,Mito 7,8,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.49,1514.67,1047.61,124665.15,148.58,NA,NA,NA,NA,NA,23.3,52.62,1.92,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-25.csv,Mito 8,9,0.0988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.32,1172.47,898.46,74572.2,107.11,NA,NA,NA,NA,NA,23.25,53.42,1.65,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-25.csv,Mito 38,39,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.45,2629.55,1102.63,1973715.62,280.64,NA,NA,NA,NA,NA,25.07,54.82,2.54,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-35.csv,ROIs 1,1,231.07,461,1012,657.78,128000000,62.89,205,1505,345.35,67018203,102.77,239.66,4348.45,664.13,129000000,166.57,31.03,10994.49,363.29,70500040,454.8,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-35.csv,Mito 23,24,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.32,1514.67,964.3,317254.34,148.63,NA,NA,NA,NA,NA,23.45,52.82,1.68,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-35.csv,Mito 35,36,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.45,2629.55,1088.91,2261676.25,281.82,NA,NA,NA,NA,NA,25.09,54.78,2.53,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-50.csv,ROIs 1,1,231.07,461,1012,657.78,128000000,62.89,205,1505,345.35,67018203,102.77,239.66,4348.45,664.13,129000000,166.57,31.03,10994.49,363.29,70500040,454.8,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 03 m-50.csv,Mito 28,29,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.56,2629.55,1041.26,3369521.5,266.46,NA,NA,NA,NA,NA,24.83,54.41,2.38,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,ROIs 1,1,315.98,467,1155,723.38,192000000,93.41,237,2227,467.32,124000000,163.75,163.83,3737.61,711.08,189000000,208.06,0.97,35193.37,487.8,129000000,1061.5,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 4,5,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.27,1971.34,1181.43,262276.91,230.7,NA,NA,NA,NA,NA,64.8,52.88,1.36,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 24,25,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.3,1786.77,963.4,708100.44,324.99,NA,NA,NA,NA,NA,62.31,52.78,2.66,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 25,26,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.38,1598.04,1134.17,319835.53,210.93,NA,NA,NA,NA,NA,66.29,52.88,2.36,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 27,28,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.75,1725.3,1008.06,1152212,166.77,NA,NA,NA,NA,NA,65.26,58.38,1.69,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 32,33,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.18,1825.28,992.01,1311431.13,286.45,NA,NA,NA,NA,NA,65.23,50.59,2.45,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 33,34,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.76,1655.69,903.08,736010.75,246.83,NA,NA,NA,NA,NA,66.29,56.73,3.07,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 47,48,0.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.8,1367.92,762.43,638913.88,144.99,NA,NA,NA,NA,NA,63.73,51.86,3.87,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-25.csv,Mito 48,49,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.47,1047.73,749.17,136349.41,105.1,NA,NA,NA,NA,NA,65.3,57.45,3.9,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,ROIs 1,1,315.98,467,1155,723.38,192000000,93.41,237,2227,467.32,124000000,163.75,163.83,3737.61,711.08,189000000,208.06,0.97,35193.37,487.8,129000000,1061.5,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 2,3,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.27,1971.34,1162.53,294120.63,230.36,NA,NA,NA,NA,NA,64.81,52.89,1.39,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 20,21,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.89,1598.04,1128.2,354255.56,209.81,NA,NA,NA,NA,NA,66.29,52.89,2.36,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 21,22,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.85,1725.3,1005.47,1327218.38,166.3,NA,NA,NA,NA,NA,65.26,58.37,1.7,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 26,27,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.18,1825.28,984.14,1430941,287.01,NA,NA,NA,NA,NA,65.23,50.61,2.45,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 28,29,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.3,1786.77,960.27,760534.13,325.17,NA,NA,NA,NA,NA,62.31,52.78,2.65,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 40,41,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.8,1367.92,756.67,702190.56,144.69,NA,NA,NA,NA,NA,63.72,51.85,3.89,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 42,43,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.76,1655.69,903.99,860597.19,251.77,NA,NA,NA,NA,NA,66.29,56.74,3.07,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-35.csv,Mito 43,44,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.47,1047.73,744.88,151954.7,103.97,NA,NA,NA,NA,NA,65.29,57.45,3.93,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,ROIs 1,1,315.98,467,1155,723.38,192000000,93.41,237,2227,467.32,124000000,163.75,163.83,3737.61,711.08,189000000,208.06,0.97,35193.37,487.8,129000000,1061.5,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 2,3,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.27,1971.34,1147.89,376507.22,233.49,NA,NA,NA,NA,NA,64.8,52.89,1.44,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 11,12,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.53,1598.04,1102.31,438718.28,208.82,NA,NA,NA,NA,NA,66.28,52.88,2.36,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 15,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.85,1793.34,1002.19,1682684.63,166.9,NA,NA,NA,NA,NA,65.26,58.36,1.71,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 19,20,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.78,1825.28,965.64,1685042.75,286.03,NA,NA,NA,NA,NA,65.24,50.63,2.44,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 21,22,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.96,1786.77,937.82,883430.69,327.05,NA,NA,NA,NA,NA,62.31,52.77,2.67,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 33,34,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.8,1578.31,752.88,876349.69,152.69,NA,NA,NA,NA,NA,63.72,51.85,3.9,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 34,35,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.47,1074.63,751.57,205179.13,111.77,NA,NA,NA,NA,NA,65.29,57.44,3.92,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 05 m-50.csv,Mito 36,37,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.67,1655.69,901,1051462.63,254.79,NA,NA,NA,NA,NA,66.29,56.77,3.06,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-25.csv,ROIs 1,1,197.66,458,959,643.75,107000000,60.3,218,1366,369.75,61379953,118.96,298.57,4513.57,650.93,108000000,148.75,1e-6,11675.42,385.16,63937892,549.23,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-25.csv,Mito 13,14,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.18,1379.72,1068.51,87617.7,126.76,NA,NA,NA,NA,NA,57.55,2.76,1.77,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-25.csv,Mito 22,23,0.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.19,1091.44,928.59,49215.31,83.84,NA,NA,NA,NA,NA,58.55,2.37,2.07,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-25.csv,Mito 46,47,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.4,1653.03,914.9,1940492.75,203.53,NA,NA,NA,NA,NA,61.34,3.3,3.21,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-35.csv,ROIs 1,1,197.66,458,959,643.75,107000000,60.3,218,1366,369.75,61379953,118.96,298.57,4513.57,650.93,108000000,148.75,1e-6,11675.42,385.16,63937892,549.23,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-35.csv,Mito 7,8,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.18,1379.95,1068.64,111138.95,128.22,NA,NA,NA,NA,NA,57.55,2.76,1.79,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-35.csv,Mito 17,18,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.14,1091.44,917.28,64209.27,86.48,NA,NA,NA,NA,NA,58.54,2.39,2.09,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-35.csv,Mito 39,40,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.49,1653.03,910.11,2224317.5,205.79,NA,NA,NA,NA,NA,61.33,3.31,3.22,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-50.csv,ROIs 1,1,197.66,458,959,643.75,107000000,60.3,218,1366,369.75,61379953,118.96,298.57,4513.57,650.93,108000000,148.75,1e-6,11675.42,385.16,63937892,549.23,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-50.csv,Mito 9,10,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.03,1386.67,992.89,266095.5,137.59,NA,NA,NA,NA,NA,58,2.58,1.9,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 06 m-50.csv,Mito 32,33,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.49,1653.03,898.97,2777818.75,208.74,NA,NA,NA,NA,NA,61.31,3.32,3.24,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,ROIs 1,1,186.74,453,1053,675.93,106000000,74.85,205,1110,348.18,54604005,92.1,284.53,3366.98,689.12,108000000,168.63,1e-6,6983.7,361.96,56765532,293.56,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 1,2,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.51,1054.14,921.29,13819.34,86.35,NA,NA,NA,NA,NA,41.06,3.37,1.04,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 2,3,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.65,3366.98,1409.55,139545.34,650.09,NA,NA,NA,NA,NA,41.47,3.78,1.29,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 5,6,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.34,1198.69,1021.21,16339.37,106.01,NA,NA,NA,NA,NA,42.27,4.18,1.33,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 14,15,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934.02,1080.93,1002.08,10020.85,54.07,NA,NA,NA,NA,NA,40.31,3.89,1.62,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 15,16,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.12,1108.1,966.44,9664.35,78.62,NA,NA,NA,NA,NA,42.73,4.6,1.62,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 16,17,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.22,1347.87,1094.08,68926.96,112.09,NA,NA,NA,NA,NA,42.08,5,1.86,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 29,30,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.3,2379.49,1172.25,457177.25,288.47,NA,NA,NA,NA,NA,40.54,2.73,2.04,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 31,32,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.6,1557.46,1262.23,88356.13,135.3,NA,NA,NA,NA,NA,40.09,3.38,2.3,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 42,43,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.91,1290.28,881.46,32614.12,190.29,NA,NA,NA,NA,NA,43.33,2.27,3.7,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-25.csv,Mito 43,44,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.15,1373.07,905.3,73329.34,175.54,NA,NA,NA,NA,NA,40.69,4.51,3.3,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,ROIs 1,1,186.74,453,1053,675.93,106000000,74.85,205,1110,348.18,54604005,92.1,284.53,3366.98,689.12,108000000,168.63,1e-6,6983.7,361.96,56765532,293.56,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 1,2,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.71,3366.98,1261.18,279982,520.54,NA,NA,NA,NA,NA,41.53,3.77,1.24,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 6,7,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.76,1111.31,936.73,42152.8,84.77,NA,NA,NA,NA,NA,41.35,2.07,1.69,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 8,9,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850.25,1035.32,936.85,9368.5,55.26,NA,NA,NA,NA,NA,40.64,4.37,1.5,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 9,10,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.7,1130.72,918.99,20217.73,113.8,NA,NA,NA,NA,NA,42.69,4.59,1.64,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 10,11,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.22,1347.87,1095.01,88695.52,108.11,NA,NA,NA,NA,NA,42.07,5,1.85,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 18,19,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.87,1364.4,1241.72,12417.16,83.89,NA,NA,NA,NA,NA,42.96,4.98,1.98,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 22,23,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.44,2379.49,1159.19,766225.13,263.13,NA,NA,NA,NA,NA,40.47,2.88,2.04,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
