filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 25C 15 07 m-35.csv,Mito 32,33,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.79,1373.07,877.74,90407.26,171.62,NA,NA,NA,NA,NA,40.7,4.5,3.35,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-35.csv,Mito 38,39,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.91,1347.16,909.4,46379.65,198.68,NA,NA,NA,NA,NA,43.33,2.26,3.66,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,ROIs 1,1,186.74,453,1053,675.93,106000000,74.85,205,1110,348.18,54604005,92.1,284.53,3366.98,689.12,108000000,168.63,1e-6,6983.7,361.96,56765532,293.56,NA,NA,NA,GTY029 II 25C 15,ROIs,Object,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 1,2,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.89,1087.07,1000.15,19002.94,40.25,NA,NA,NA,NA,NA,43.27,2.77,1.06,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 3,4,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.94,1210.72,946.85,93737.85,98.59,NA,NA,NA,NA,NA,41.37,2.07,1.64,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 10,11,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.16,3366.98,1113.17,2021520.87,293.82,NA,NA,NA,NA,NA,41.02,3.42,1.79,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 13,14,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.09,1044.67,836.51,15893.72,90.91,NA,NA,NA,NA,NA,43.91,5.5,2.15,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 25,26,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.79,1373.07,867.35,137041.77,173.16,NA,NA,NA,NA,NA,40.7,4.51,3.33,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 15 07 m-50.csv,Mito 31,32,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.25,1611.71,907.36,68959.38,234.59,NA,NA,NA,NA,NA,43.33,2.26,3.68,GTY029 II 25C 15,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,ROIs 1,1,329.51,482,1140,759.89,210000000,86.51,224,1300,393.37,109000000,92.05,311.5,3198.35,775.39,215000000,210.71,1e-6,11943.06,416.26,115000000,427.49,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 6,7,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.69,1272.45,1004.83,68328.12,80.51,NA,NA,NA,NA,NA,13.58,26.24,0.463,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 9,10,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.48,1519.55,943.16,329161.78,220.81,NA,NA,NA,NA,NA,18.98,26.37,0.638,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 11,12,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.69,1146.08,966.25,111119.16,80.72,NA,NA,NA,NA,NA,12.06,29.61,1.01,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 12,13,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.99,890.36,826.04,12390.53,44.22,NA,NA,NA,NA,NA,11.2,30.11,0.8,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 20,21,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.83,3198.35,1192.34,2358441.75,318.28,NA,NA,NA,NA,NA,16.68,25.14,2.62,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 21,22,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.16,1957.12,1234,271479.53,250.47,NA,NA,NA,NA,NA,13.43,26.37,2.18,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 23,24,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.96,1990.67,1115.67,544445.31,189.7,NA,NA,NA,NA,NA,12.09,28.41,1.9,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 27,28,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.67,2062.98,1198.02,714020.56,219.83,NA,NA,NA,NA,NA,15.93,28.42,1.89,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-25.csv,Mito 30,31,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564.16,1990.45,1274.02,1356836.5,239.24,NA,NA,NA,NA,NA,10.7,30.15,2.39,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,ROIs 1,1,329.51,482,1140,759.89,210000000,86.51,224,1300,393.37,109000000,92.05,311.5,3198.35,775.39,215000000,210.71,1e-6,11943.06,416.26,115000000,427.49,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 7,8,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.71,1519.55,937.38,436818.41,215.76,NA,NA,NA,NA,NA,18.97,26.38,0.652,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 12,13,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.69,1146.08,963.11,147355.22,83.29,NA,NA,NA,NA,NA,12.05,29.61,0.996,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 13,14,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.99,930,845.83,24529.05,49.42,NA,NA,NA,NA,NA,11.2,30.11,0.848,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 15,16,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.21,952.18,876.47,13147.01,45.49,NA,NA,NA,NA,NA,10.53,29.26,1.18,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 20,21,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.96,3198.35,1182.7,2846769.25,323.56,NA,NA,NA,NA,NA,16.67,25.14,2.61,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 21,22,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.4,1957.12,1164.81,406517.22,244.06,NA,NA,NA,NA,NA,13.47,26.33,1.7,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 23,24,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.18,1990.67,1110.63,687482.75,194.9,NA,NA,NA,NA,NA,12.12,28.42,1.9,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 26,27,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.28,2062.98,1183.16,912219.25,226.25,NA,NA,NA,NA,NA,15.95,28.42,1.89,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-35.csv,Mito 29,30,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.79,1990.45,1255.69,1573385,243.76,NA,NA,NA,NA,NA,10.72,30.14,2.38,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,ROIs 1,1,329.51,482,1140,759.89,210000000,86.51,224,1300,393.37,109000000,92.05,311.5,3198.35,775.39,215000000,210.71,1e-6,11943.06,416.26,115000000,427.49,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 6,7,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759.16,938.84,837.37,30982.71,45.24,NA,NA,NA,NA,NA,16.46,24.74,0.162,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 7,8,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.12,1519.55,923.66,665962.06,209.02,NA,NA,NA,NA,NA,18.95,26.39,0.653,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 8,9,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.45,935.79,828.48,8284.79,59.98,NA,NA,NA,NA,NA,16.35,28.15,0.12,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 16,17,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.96,3198.35,1165.12,3853065,322.69,NA,NA,NA,NA,NA,16.64,25.14,2.61,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 17,18,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.9,1957.12,1143.77,571885,255.24,NA,NA,NA,NA,NA,13.48,26.32,1.63,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 18,19,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.23,1990.67,1101.32,971368.19,186.56,NA,NA,NA,NA,NA,12.16,28.42,1.9,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 23,24,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.83,2062.98,1146.34,1373313.63,229.08,NA,NA,NA,NA,NA,16.12,28.38,1.86,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 01 m-50.csv,Mito 29,30,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.18,1990.45,1166.58,2373993,251.86,NA,NA,NA,NA,NA,10.9,30.03,2.1,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,ROIs 1,1,143.33,479,957,663.77,79899267,64.98,219,1752,378.03,45503766,137.47,313.08,1720.6,680.09,81863280,160.47,1e-6,15248.59,406.2,48895116,581.23,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,Mito 7,8,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.58,883.46,792.34,41201.69,51.11,NA,NA,NA,NA,NA,32.25,54.14,0.3,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,Mito 10,11,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.95,925.24,744.66,40211.49,69.44,NA,NA,NA,NA,NA,30.62,54.08,0.489,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,Mito 13,14,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.11,1280.49,916.9,253063.61,126.11,NA,NA,NA,NA,NA,28.81,53.97,0.935,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,Mito 14,15,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.12,1284.05,1042.5,195990.03,93.2,NA,NA,NA,NA,NA,28.19,55.63,1.42,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-25.csv,Mito 33,34,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.94,1720.6,1026.48,1428858,247.31,NA,NA,NA,NA,NA,29.01,56.23,2.63,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,ROIs 1,1,143.33,479,957,663.77,79899267,64.98,219,1752,378.03,45503766,137.47,313.08,1720.6,680.09,81863280,160.47,1e-6,15248.59,406.2,48895116,581.23,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,Mito 8,9,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.58,929.61,793.91,58749.18,59.96,NA,NA,NA,NA,NA,32.24,54.14,0.336,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,Mito 9,10,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.9,931.58,731.12,74574.21,76.61,NA,NA,NA,NA,NA,30.54,54.16,0.391,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,Mito 11,12,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.95,1284.05,1012.71,259254.8,105.75,NA,NA,NA,NA,NA,28.24,55.59,1.36,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,Mito 14,15,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.97,1280.49,900.46,345776.72,121.66,NA,NA,NA,NA,NA,28.84,53.97,0.892,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-35.csv,Mito 32,33,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.94,1720.6,1008.37,1621461.13,249.78,NA,NA,NA,NA,NA,29.01,56.21,2.6,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-50.csv,ROIs 1,1,143.33,479,957,663.77,79899267,64.98,219,1752,378.03,45503766,137.47,313.08,1720.6,680.09,81863280,160.47,1e-6,15248.59,406.2,48895116,581.23,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-50.csv,Mito 9,10,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.88,1125.86,727.96,127393.45,91.95,NA,NA,NA,NA,NA,30.5,54.19,0.37,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-50.csv,Mito 10,11,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.78,932.2,797.72,85355.65,61.35,NA,NA,NA,NA,NA,32.23,54.13,0.404,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 02 m-50.csv,Mito 26,27,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.47,1720.6,952.91,3022629.75,216.55,NA,NA,NA,NA,NA,28.89,55.61,1.94,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-25.csv,ROIs 1,1,188.84,485,1528,698.95,111000000,64.57,210,1813,375.65,59574716,121.34,318.44,15405.37,717.72,114000000,217.22,0.34,25878.45,400.34,63491456,721.98,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-25.csv,Mito 16,17,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.22,13519.44,1176.49,1223549,906.21,NA,NA,NA,NA,NA,44.12,38.89,1.95,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-25.csv,Mito 28,29,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.51,1604.04,949.75,1802617.75,165.16,NA,NA,NA,NA,NA,39.83,40.75,2.78,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-35.csv,ROIs 1,1,188.84,485,1528,698.95,111000000,64.57,210,1813,375.65,59574716,121.34,318.44,15405.37,717.72,114000000,217.22,0.34,25878.45,400.34,63491456,721.98,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-35.csv,Mito 17,18,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.22,13519.44,1168.1,1337477.88,873.57,NA,NA,NA,NA,NA,44.11,38.9,1.95,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-35.csv,Mito 27,28,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.75,1604.04,945.49,1990263.88,165.21,NA,NA,NA,NA,NA,39.82,40.74,2.76,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-50.csv,ROIs 1,1,188.84,485,1528,698.95,111000000,64.57,210,1813,375.65,59574716,121.34,318.44,15405.37,717.72,114000000,217.22,0.34,25878.45,400.34,63491456,721.98,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-50.csv,Mito 11,12,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.63,1604.04,935.31,2380356.75,167.14,NA,NA,NA,NA,NA,39.83,40.72,2.75,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 03 m-50.csv,Mito 13,14,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.93,13519.44,1164.92,1628561.5,906.71,NA,NA,NA,NA,NA,44.07,38.93,1.95,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,ROIs 1,1,256.77,473,1251,721.7,156000000,82.49,225,2087,440.73,95043189,147.85,312.01,7412.98,738.97,159000000,219.15,1e-6,17701.83,472.79,102000000,734.65,NA,NA,NA,GTY029 II 25C 2,ROIs,Object,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 1,2,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.94,820.68,781.42,7814.22,25.68,NA,NA,NA,NA,NA,70.91,7.8,0.18,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 2,3,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731.76,1283.59,898.46,98830.27,109.66,NA,NA,NA,NA,NA,68.43,8.26,0.537,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 8,9,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.51,1064.23,919.62,45981.06,53.76,NA,NA,NA,NA,NA,68.38,6.77,0.78,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 15,16,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.66,1617.13,1192.34,211044.27,116.5,NA,NA,NA,NA,NA,71.63,8.37,1.71,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 17,18,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893.68,1573.3,1189.15,357933.22,129.81,NA,NA,NA,NA,NA,74.72,8.71,1.92,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 18,19,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.8,1428.95,1021.01,288945.94,150.8,NA,NA,NA,NA,NA,74.3,10.81,1.87,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 2 04 m-25.csv,Mito 22,23,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.91,1444.55,975.99,244973.08,185.31,NA,NA,NA,NA,NA,73.26,10.18,1.43,GTY029 II 25C 2,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
