filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,RawMitoIntDen,RawMitoMean,MitoVolume_um3,ExtracellularBackground,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY029 II 25C 13 06 m-35.csv,136000000,722.76,223.79,GTY029 II 25C 13,5186304.52,965.8019093871412,6.3832,529.14,36390543.209876545,2340892.1642731163,0.06432693655525835,436.66190938714124,-35,25
GTY029 II 25C 13 06 m-50.csv,136000000,722.76,223.79,GTY029 II 25C 13,6616809.84,961.0796888346553,8.195,529.14,36390543.209876545,2972827.5384227764,0.08169231003993198,431.93968883465527,-50,25
GTY029 II 25C 13 07 m-25.csv,84014888,697.35,143.45,GTY029 II 25C 13,2666741.75,1092.48,2.91,529.14,20265158.73015873,1376769.463340892,0.06793775867602632,563.34,-25,25
GTY029 II 25C 13 07 m-35.csv,84014888,697.35,143.45,GTY029 II 25C 13,2972127,1083.14,3.27,529.14,20265158.73015873,1521441.1690602168,0.0750766963791899,554.0000000000001,-35,25
GTY029 II 25C 13 07 m-50.csv,84014888,697.35,143.45,GTY029 II 25C 13,3534977,1068.94,3.94,529.14,20265158.73015873,1786186.276979928,0.08814074938982416,539.8000000000001,-50,25
GTY029 II 25C 15 01 m-25.csv,112000000,647.76,206.14,GTY029 II 25C 15,1941807.79,1212.9221940994603,1.9083,531.26,20169068.61510036,1092480.0243554213,0.05416611174288402,681.6621940994603,-25,25
GTY029 II 25C 15 01 m-35.csv,112000000,647.76,206.14,GTY029 II 25C 15,2209628.08,1199.518480770108,2.1919,531.26,20169068.61510036,1230163.5710086501,0.06099258198207725,668.258480770108,-35,25
GTY029 II 25C 15 01 m-50.csv,112000000,647.76,206.14,GTY029 II 25C 15,2779559.3,1184.2911998854524,2.7936,531.26,20169068.61510036,1532130.6458385822,0.07596437272723108,653.0311998854525,-50,25
GTY029 II 25C 15 02 m-25.csv,99082792,671.54,175.68,GTY029 II 25C 15,621716.1799999999,1179.7955959789374,0.6267,531.26,20697396.82539682,341343.1242126481,0.016492079998862548,648.5355959789374,-25,25
GTY029 II 25C 15 02 m-35.csv,99082792,671.54,175.68,GTY029 II 25C 15,837177.8400000001,1132.882949067758,0.8795999999999999,531.26,20697396.82539682,444433.9850508104,0.02147294120125609,601.6229490677581,-35,25
GTY029 II 25C 15 02 m-50.csv,99082792,671.54,175.68,GTY029 II 25C 15,1342007.92,1083.2016476810415,1.4747999999999999,531.26,20697396.82539682,683634.4520030234,0.033029972695124976,551.9416476810416,-50,25
GTY029 II 25C 15 03 m-25.csv,129000000,664.13,231.07,GTY029 II 25C 15,2191762.56,1088.7898063277403,2.3958,531.26,25785059.964726627,1121802.2255815908,0.0435058994284361,557.5298063277403,-25,25
GTY029 II 25C 15 03 m-35.csv,129000000,664.13,231.07,GTY029 II 25C 15,2578930.59,1071.8425227113908,2.862,531.26,25785059.964726627,1299359.3516418918,0.050391946088912946,540.5825227113908,-35,25
GTY029 II 25C 15 03 m-50.csv,129000000,664.13,231.07,GTY029 II 25C 15,3369521.5,1041.26,3.85,531.26,25785059.964726627,1649029.9823633158,0.06395292408158644,510,-50,25
GTY029 II 25C 15 05 m-25.csv,189000000,711.08,315.98,GTY029 II 25C 15,5265130.05,950.5058528072838,6.59,531.26,47719428.57142858,2320341.1186696896,0.04862466270308537,419.24585280728377,-25,25
GTY029 II 25C 15 05 m-35.csv,189000000,711.08,315.98,GTY029 II 25C 15,5881812.15,946.2054634014341,7.391,531.26,47719428.57142858,2575679.7850004197,0.053975495141251044,414.94546340143415,-35,25
GTY029 II 25C 15 05 m-50.csv,189000000,711.08,315.98,GTY029 II 25C 15,7199375.02,935.4136292257361,9.17,531.26,47719428.57142858,3112529.4196691024,0.06522562220145048,404.15362922573615,-50,25
GTY029 II 25C 15 06 m-25.csv,108000000,650.93,197.66,GTY029 II 25C 15,2077325.76,920.7929553647749,2.6906999999999996,531.26,19865601.91484,880252.2239019062,0.044310372656986556,389.5329553647749,-25,25
GTY029 II 25C 15 06 m-35.csv,108000000,650.93,197.66,GTY029 II 25C 15,2399665.72,916.6076040162961,3.1173,531.26,19865601.91484,1008855.367430923,0.05078403220580434,385.34760401629615,-35,25
GTY029 II 25C 15 06 m-50.csv,108000000,650.93,197.66,GTY029 II 25C 15,3043914.25,906.4619929982496,3.999,531.26,19865601.91484,1260126.6229948772,0.06343259209546212,375.2019929982496,-50,25
GTY029 II 25C 15 07 m-25.csv,108000000,689.12,186.74,GTY029 II 25C 15,909793.05,1150.1864432880204,0.9416,531.26,24757517.762660623,489444.14126144286,0.019769515908401133,618.9264432880204,-25,25
GTY029 II 25C 15 07 m-35.csv,108000000,689.12,186.74,GTY029 II 25C 15,1355845.75,1125.0901672823586,1.4347,531.26,24757517.762660623,715518.7209204668,0.028901068668508226,593.8301672823586,-35,25
GTY029 II 25C 15 07 m-50.csv,108000000,689.12,186.74,GTY029 II 25C 15,2356156.5300000003,1077.3194050044203,2.6017,531.26,24757517.762660623,1193149.201310154,0.04819340988657861,546.0594050044203,-50,25
GTY029 II 25C 2 01 m-25.csv,215000000,775.39,329.51,GTY029 II 25C 2,5766223.24,1178.2451157689077,5.8349,542.6,64421460.40144451,3114911.9727891153,0.048352085677326094,635.6451157689077,-25,25
GTY029 II 25C 2 01 m-35.csv,215000000,775.39,329.51,GTY029 II 25C 2,7048223.16,1162.6731369453216,7.2204,542.6,64421460.40144451,3760121.0027714786,0.05836752193042749,620.0731369453216,-35,25
