filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY027 25C 11 10 m-35.csv,GTY027 25C 11,23.13,1007.62,677.93,677.83,1386.928787789378,4.406000000000001,258.804764185202,709.098787789378,329.78999999999996,2.150152484275988,-35,25
GTY027 25C 11 10 m-50.csv,GTY027 25C 11,23.13,1007.62,677.93,677.83,1356.292600983832,5.6716999999999995,257.4512207979971,678.462600983832,329.78999999999996,2.057256438896971,-50,25
GTY027 25C 12 01 m-25.csv,GTY027 25C 12,442.36,974.42,262.97,676.16,1340.443911243964,1.7396,207.0556185329961,664.2839112439641,298.26,2.227197449352793,-25,25
GTY027 25C 12 01 m-35.csv,GTY027 25C 12,442.36,974.42,262.97,676.16,1336.1258001669912,2.1558,211.9821328509138,659.9658001669912,298.26,2.2127197752531056,-35,25
GTY027 25C 12 01 m-50.csv,GTY027 25C 12,442.36,974.42,262.97,676.16,1323.7039230991618,3.1130999999999998,214.8025264206097,647.5439230991618,298.26,2.1710719610378924,-50,25
GTY027 25C 12 02 m-25.csv,GTY027 25C 12,184.55,1064.21,445.15,676.16,1431.8547727272728,6.688,287.34651614832535,755.6947727272728,388.05000000000007,1.9474159843506575,-25,25
GTY027 25C 12 02 m-35.csv,GTY027 25C 12,184.55,1064.21,445.15,676.16,1424.8715941644562,7.54,290.24688196286473,748.7115941644562,388.05000000000007,1.9294204204727639,-35,25
GTY027 25C 12 02 m-50.csv,GTY027 25C 12,184.55,1064.21,445.15,676.16,1423.6430653482373,9.304,359.1715864144454,747.4830653482373,388.05000000000007,1.9262545170679994,-50,25
GTY027 25C 12 05 m-25.csv,GTY027 25C 12,404.78,965.96,269.7,676.16,1398.8494392132245,4.779,189.73730906047294,722.6894392132245,289.80000000000007,2.493752378237489,-25,25
GTY027 25C 12 05 m-35.csv,GTY027 25C 12,404.78,965.96,269.7,676.16,1396.985191036003,5.444,191.74197648787654,720.825191036003,289.80000000000007,2.487319499779168,-35,25
GTY027 25C 12 05 m-50.csv,GTY027 25C 12,404.78,965.96,269.7,676.16,1392.3566769592708,6.801,194.68431260108807,716.1966769592708,289.80000000000007,2.4713480916468966,-50,25
GTY027 25C 12 06 m-25.csv,GTY027 25C 12,401.65,936.88,237.75,676.16,1318.282640317927,1.8369,256.8998546464152,642.122640317927,260.72,2.4628821736649544,-25,25
GTY027 25C 12 06 m-35.csv,GTY027 25C 12,401.65,936.88,237.75,676.16,1300.7062611459344,2.2654,272.8378643948089,624.5462611459344,260.72,2.395467402370107,-35,25
GTY027 25C 12 06 m-50.csv,GTY027 25C 12,401.65,936.88,237.75,676.16,1272.9368018584844,3.0993,267.45271254799474,596.7768018584844,260.72,2.288956742323122,-50,25
GTY027 25C 12 07 m-25.csv,GTY027 25C 12,140.61,963.97,824.98,676.16,1285.0514828589426,3.3341,206.08237545364568,608.8914828589426,287.81000000000006,2.115602247520734,-25,25
GTY027 25C 12 07 m-35.csv,GTY027 25C 12,140.61,963.97,824.98,676.16,1281.4464244460778,3.8092,211.72922608421715,605.2864244460778,287.81000000000006,2.103076420020422,-35,25
GTY027 25C 12 07 m-50.csv,GTY027 25C 12,140.61,963.97,824.98,676.16,1271.3317062814804,4.8046,216.83625525538025,595.1717062814804,287.81000000000006,2.0679326857353124,-50,25
GTY027 25C 12 08 m-25.csv,GTY027 25C 12,294.1,947.24,265.14,676.16,1302.9239973701513,3.042,232.67422090729784,626.7639973701513,271.08000000000004,2.312099739450167,-25,25
GTY027 25C 12 08 m-35.csv,GTY027 25C 12,294.1,947.24,265.14,676.16,1293.8894939214024,3.537,234.08905852417305,617.7294939214024,271.08000000000004,2.2787719268164466,-35,25
GTY027 25C 12 08 m-50.csv,GTY027 25C 12,294.1,947.24,265.14,676.16,1289.4025564588978,4.428,234.09251580849144,613.2425564588979,271.08000000000004,2.262219848232617,-50,25
GTY027 25C 13 01 m-25.csv,GTY027 25C 13,376.14,882.41,208.73,668.34,1113.8301446311175,3.4225,171.24530606281957,445.49014463111746,214.06999999999994,2.081048930868957,-25,25
GTY027 25C 13 01 m-35.csv,GTY027 25C 13,376.14,882.41,208.73,668.34,1106.5536242643952,4.0273,172.53580215032403,438.2136242643952,214.06999999999994,2.0470576179025333,-35,25
GTY027 25C 13 01 m-50.csv,GTY027 25C 13,376.14,882.41,208.73,668.34,1094.404203036053,5.2700000000000005,173.80586717267553,426.0642030360531,214.06999999999994,1.9903031860421974,-50,25
GTY027 25C 13 02 m-25.csv,GTY027 25C 13,410.15,870.49,201.62,668.34,1093.2921640116672,3.5656,199.43847767556653,424.95216401166715,202.14999999999998,2.1021625724049824,-25,25
GTY027 25C 13 02 m-35.csv,GTY027 25C 13,410.15,870.49,201.62,668.34,1095.6934491048712,4.2843,206.80323179982727,427.3534491048712,202.14999999999998,2.1140413015328776,-35,25
GTY027 25C 13 02 m-50.csv,GTY027 25C 13,410.15,870.49,201.62,668.34,1089.4051676698195,5.8149999999999995,204.78849871023218,421.0651676698195,202.14999999999998,2.0829342946812743,-50,25
GTY027 25C 13 04 m-25.csv,GTY027 25C 13,338.1,844.58,200.24,668.34,1024.0757287635895,5.427,157.0184632393588,355.73572876358946,176.24,2.0184732680639437,-25,25
GTY027 25C 13 04 m-35.csv,GTY027 25C 13,338.1,844.58,200.24,668.34,1015.1565954977608,6.7211,155.9539166207913,346.8165954977608,176.24,1.9678653852573806,-35,25
GTY027 25C 13 04 m-50.csv,GTY027 25C 13,338.1,844.58,200.24,668.34,997.9933431455005,9.512,158.43759882253997,329.65334314550046,176.24,1.8704797046385635,-50,25
GTY027 25C 13 05 m-25.csv,GTY027 25C 13,382.33,824.37,161.69,668.34,1010.7085314910026,3.112,121.72061696658098,342.3685314910026,156.02999999999997,2.19424810287126,-25,25
GTY027 25C 13 05 m-35.csv,GTY027 25C 13,382.33,824.37,161.69,668.34,1007.3936850921273,3.582,123.4849860413177,339.05368509212724,156.02999999999997,2.173003173057279,-35,25
GTY027 25C 13 05 m-50.csv,GTY027 25C 13,382.33,824.37,161.69,668.34,1002.0247980470483,4.506,126.73415446071904,333.6847980470483,156.02999999999997,2.1385938476385844,-50,25
GTY027 25C 13 06 m-25.csv,GTY027 25C 13,371.78,864.44,191.74,668.34,1073.9538375496131,2.4943,153.53813174036804,405.6138375496131,196.10000000000002,2.068403047167838,-25,25
GTY027 25C 13 06 m-35.csv,GTY027 25C 13,371.78,864.44,191.74,668.34,1069.281812419058,2.9342,157.25919092086428,400.941812419058,196.10000000000002,2.0445783397198265,-35,25
GTY027 25C 13 06 m-50.csv,GTY027 25C 13,371.78,864.44,191.74,668.34,1056.4529759625611,3.7608,164.766166773027,388.1129759625611,196.10000000000002,1.9791584699773639,-50,25
GTY027 25C 13 07 m-25.csv,GTY027 25C 13,409.96,858.76,174.82,668.34,1086.5958207656613,3.448,148.19941705336427,418.25582076566127,190.41999999999996,2.196491023871764,-25,25
GTY027 25C 13 07 m-35.csv,GTY027 25C 13,409.96,858.76,174.82,668.34,1080.0616624685142,3.9699999999999998,149.44083123425693,411.7216624685142,190.41999999999996,2.162176570047864,-35,25
GTY027 25C 13 07 m-50.csv,GTY027 25C 13,409.96,858.76,174.82,668.34,1067.1995639478296,5.137,150.43249562001168,398.85956394782954,190.41999999999996,2.094630626761,-50,25
GTY027 25C 13 08 m-25.csv,GTY027 25C 13,378.64,877.86,326.57,668.34,1111.872838825585,4.0633,301.5878325498979,443.5328388255849,209.51999999999998,2.116899765299661,-25,25
GTY027 25C 13 08 m-35.csv,GTY027 25C 13,378.64,877.86,326.57,668.34,1110.2437006501364,4.8759,348.9143782686274,441.90370065013633,209.51999999999998,2.1091241917245913,-35,25
GTY027 25C 13 08 m-50.csv,GTY027 25C 13,378.64,877.86,326.57,668.34,1096.5012663089774,6.6911000000000005,408.44217527760753,428.16126630897736,209.51999999999998,2.043534108003901,-50,25
GTY027 25C 15 01 m-25.csv,GTY027 25C 15,187.76,952.58,564.25,667.63,1665.392926466947,4.039,1324.4753107204754,997.7629264669471,284.95000000000005,3.50153685371801,-25,25
GTY027 25C 15 01 m-35.csv,GTY027 25C 15,187.76,952.58,564.25,667.63,1639.488725428028,4.731,1289.2313844853097,971.8587254280279,284.95000000000005,3.4106289714968514,-35,25
GTY027 25C 15 01 m-50.csv,GTY027 25C 15,187.76,952.58,564.25,667.63,1621.440677857714,6.255,1289.3236195043967,953.810677857714,284.95000000000005,3.3472913769353005,-50,25
GTY027 25C 15 02 m-25.csv,GTY027 25C 15,401.46,908.13,402.49,667.63,1263.5191611091611,2.849,387.5431344331344,595.8891611091611,240.5,2.4777096096015017,-25,25
GTY027 25C 15 02 m-35.csv,GTY027 25C 15,401.46,908.13,402.49,667.63,1258.7411842105262,3.268,406.75743880048964,591.1111842105262,240.5,2.4578427617901295,-35,25
GTY027 25C 15 02 m-50.csv,GTY027 25C 15,401.46,908.13,402.49,667.63,1258.425244455044,4.193,456.78085857381353,590.7952444550441,240.5,2.4565290829731565,-50,25
GTY027 25C 15 03 m-25.csv,GTY027 25C 15,329.33,880.99,275.47,667.63,1352.3431493815413,4.204,296.83183396764986,684.7131493815413,213.36,3.2091917387586295,-25,25
GTY027 25C 15 03 m-35.csv,GTY027 25C 15,329.33,880.99,275.47,667.63,1350.7602071443669,4.731,309.2331367575565,683.1302071443669,213.36,3.201772624411168,-35,25
GTY027 25C 15 03 m-50.csv,GTY027 25C 15,329.33,880.99,275.47,667.63,1341.5926259304138,5.777,318.71132940972825,673.9626259304138,213.36,3.1588049584290108,-50,25
GTY027 25C 15 04 m-25.csv,GTY027 25C 15,361.42,901.32,256.45,667.63,1606.3271154392141,1.7610999999999999,340.20329680313444,938.6971154392141,233.69000000000005,4.016847599123685,-25,25
GTY027 25C 15 04 m-35.csv,GTY027 25C 15,361.42,901.32,256.45,667.63,1583.2935438903203,2.1736,343.3767160471108,915.6635438903203,233.69000000000005,3.918282955583551,-35,25
GTY027 25C 15 04 m-50.csv,GTY027 25C 15,361.42,901.32,256.45,667.63,1540.123944422231,3.0012,347.39317473010794,872.493944422231,233.69000000000005,3.7335527597339673,-50,25
GTY027 25C 15 05 m-25.csv,GTY027 25C 15,385.39,822.76,175.59,667.63,1215.213735612138,2.867,233.11245204046045,547.583735612138,155.13,3.5298377851617224,-25,25
GTY027 25C 15 05 m-35.csv,GTY027 25C 15,385.39,822.76,175.59,667.63,1203.5480835380836,3.256,235.46968058968062,535.9180835380836,155.13,3.454638584013947,-35,25
GTY027 25C 15 05 m-50.csv,GTY027 25C 15,385.39,822.76,175.59,667.63,1182.085911197853,4.099,239.1586411319834,514.455911197853,155.13,3.316288991154857,-50,25
GTY027 25C 15 m-25.csv,GTY027 25C,361.15,791.28,166.06,676.88,970.9907616361074,4.254,181.62469675599436,294.11076163610744,114.39999999999998,2.5708982660498907,-25,25
GTY027 25C 15 m-35.csv,GTY027 25C,361.15,791.28,166.06,676.88,966.885878962536,4.8580000000000005,180.6103993412927,290.00587896253603,114.39999999999998,2.535016424497693,-35,25
GTY027 25C 15 m-50.csv,GTY027 25C,361.15,791.28,166.06,676.88,961.1231483597193,6.127,180.84434470377022,284.24314835971927,114.39999999999998,2.484642905242302,-50,25
GTY027 25C 16 01 m-25.csv,GTY027 25C 16,172.37,936.06,513.09,659.5,1385.389383671067,3.5679,646.210061941198,725.889383671067,276.55999999999995,2.6247085032942836,-25,25
GTY027 25C 16 01 m-35.csv,GTY027 25C 16,172.37,936.06,513.09,659.5,1367.197239873878,4.123,642.1788479262673,707.6972398738781,276.55999999999995,2.558928405676447,-35,25
GTY027 25C 16 01 m-50.csv,GTY027 25C 16,172.37,936.06,513.09,659.5,1345.6939433089087,5.186,631.7360161974547,686.1939433089087,276.55999999999995,2.481175670049569,-50,25
GTY027 25C 16 03 m-25.csv,GTY027 25C 16,178.09,914.56,604.76,659.5,1264.4890582074174,2.3296,258.0102996222528,604.9890582074174,255.05999999999995,2.3719480052043345,-25,25
GTY027 25C 16 03 m-35.csv,GTY027 25C 16,178.09,914.56,604.76,659.5,1256.7645572916665,2.688,263.7332514880952,597.2645572916665,255.05999999999995,2.3416629706408947,-35,25
GTY027 25C 16 03 m-50.csv,GTY027 25C 16,178.09,914.56,604.76,659.5,1243.5409132947977,3.46,274.8034768786127,584.0409132947977,255.05999999999995,2.2898177420795025,-50,25
GTY027 25C 16 04 m-25.csv,GTY027 25C 16,286.33,862.57,267.85,659.5,1253.1015887323945,3.5500000000000003,236.60025352112677,593.6015887323945,203.07000000000005,2.923137778758036,-25,25
GTY027 25C 16 04 m-35.csv,GTY027 25C 16,286.33,862.57,267.85,659.5,1247.8111370481927,3.984,237.21305220883534,588.3111370481927,203.07000000000005,2.8970854239828263,-35,25
GTY027 25C 16 04 m-50.csv,GTY027 25C 16,286.33,862.57,267.85,659.5,1236.8811955842534,4.801,241.29136221620496,577.3811955842534,203.07000000000005,2.8432619076390075,-50,25
GTY027 25C 18 01 m-25.csv,GTY027 25C 18,414.89,949.64,243.56,675.56,983.9698470948013,1.9620000000000002,270.0775535168196,308.4098470948013,274.08000000000004,1.1252548419979613,-25,25
GTY027 25C 18 01 m-35.csv,GTY027 25C 18,414.89,949.64,243.56,675.56,987.3731261425962,2.1879999999999997,271.7184734917733,311.8131261425963,274.08000000000004,1.137671943018813,-35,25
GTY027 25C 18 01 m-50.csv,GTY027 25C 18,414.89,949.64,243.56,675.56,987.8056596558317,2.615,277.24495219885273,312.2456596558318,274.08000000000004,1.1392500717156733,-50,25
GTY027 25C 18 02 m-25.csv,GTY027 25C 18,400.42,993.27,297.96,675.56,1099.4879442624508,2.1063,250.61810710724964,423.92794426245086,317.71000000000004,1.3343235789318901,-25,25
GTY027 25C 18 02 m-35.csv,GTY027 25C 18,400.42,993.27,297.96,675.56,1093.853287692016,2.6365,255.0022309880524,418.29328769201607,317.71000000000004,1.3165883594851153,-35,25
GTY027 25C 18 02 m-50.csv,GTY027 25C 18,400.42,993.27,297.96,675.56,1088.4537291928177,3.6646,281.2921453910386,412.8937291928178,317.71000000000004,1.2995931169708783,-50,25
GTY027 25C 18 03 m-25.csv,GTY027 25C 18,434.79,976.51,255.47,675.56,950.0348490749756,5.135,190.50523855890944,274.4748490749756,300.95000000000005,0.9120280746800983,-25,25
GTY027 25C 18 03 m-35.csv,GTY027 25C 18,434.79,976.51,255.47,675.56,950.3237685201324,5.737,189.95137876939168,274.76376852013243,300.95000000000005,0.912988099418948,-35,25
GTY027 25C 18 03 m-50.csv,GTY027 25C 18,434.79,976.51,255.47,675.56,952.526962190352,6.903,192.20219904389396,276.9669621903521,300.95000000000005,0.9203088957978137,-50,25
GTY027 25C 18 04 m-25.csv,GTY027 25C 18,406.65,980.5,614.27,675.56,900.2634122807018,3.42,176.969149122807,224.70341228070185,304.94000000000005,0.7368774587810777,-25,25
GTY027 25C 18 04 m-35.csv,GTY027 25C 18,406.65,980.5,614.27,675.56,905.0097136100893,3.806,180.99052811350498,229.44971361008936,304.94000000000005,0.7524421643932883,-35,25
GTY027 25C 18 04 m-50.csv,GTY027 25C 18,406.65,980.5,614.27,675.56,910.8432212351947,4.728,189.47295050761423,235.2832212351948,304.94000000000005,0.771572182184019,-50,25
