filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY030 I 25C 16 03 m-50.csv,GTY030 I 25C 16,209.19,623.34,256.7,529.97,752.7176974839088,6.836,194.78202750146286,222.74769748390872,93.37,2.3856452552630256,-50,25
GTY030 I 25C 16 04 m-25.csv,GTY030 I 25C 16,328.47,592,99.21,529.97,702.92,1.96,132.84,172.94999999999993,62.02999999999997,2.7881670159600196,-25,25
GTY030 I 25C 16 04 m-35.csv,GTY030 I 25C 16,328.47,592,99.21,529.97,700.77,2.2,133.41,170.79999999999995,62.02999999999997,2.753506367886507,-35,25
GTY030 I 25C 16 04 m-50.csv,GTY030 I 25C 16,328.47,592,99.21,529.97,697.41,2.69,133.73,167.43999999999994,62.02999999999997,2.699339029501854,-50,25
GTY030 I 25C 16 05 m-25.csv,GTY030 I 25C 16,308.17,599.46,302.75,529.97,774.8927412192169,4.954,323.15728704077515,244.92274121921685,69.49000000000001,3.5245753521257277,-25,25
GTY030 I 25C 16 05 m-35.csv,GTY030 I 25C 16,308.17,599.46,302.75,529.97,769.9953013314646,5.708,330.8563034337771,240.02530133146456,69.49000000000001,3.4540984505895027,-35,25
GTY030 I 25C 16 05 m-50.csv,GTY030 I 25C 16,308.17,599.46,302.75,529.97,767.9933356024508,7.345,361.6214976174268,238.02333560245074,69.49000000000001,3.425289043063041,-50,25
GTY030 I 25C 17 01 m-25.csv,GTY030 I 25C 17,276.8,560.22,109.8,517.74,695.8763120062388,2.9493,170.2570637100329,178.13631200623877,42.48000000000002,4.193416007679819,-25,25
GTY030 I 25C 17 01 m-35.csv,GTY030 I 25C 17,276.8,560.22,109.8,517.74,693.8953522894723,3.6646,176.89316269169896,176.15535228947226,42.48000000000002,4.1467832459856915,-35,25
GTY030 I 25C 17 01 m-50.csv,GTY030 I 25C 17,276.8,560.22,109.8,517.74,690.8227405792587,5.1376,240.0929056368732,173.0827405792587,42.48000000000002,4.074452461846954,-50,25
GTY030 I 25C 17 02 m-25.csv,GTY030 I 25C 17,121.93,621.68,555.89,517.74,745.5261427947388,4.1206,176.38271271174102,227.7861427947388,103.93999999999994,2.1915157090123043,-25,25
GTY030 I 25C 17 02 m-35.csv,GTY030 I 25C 17,121.93,621.68,555.89,517.74,743.3027224799662,4.742,179.37551033319275,225.56272247996617,103.93999999999994,2.170124326341796,-35,25
GTY030 I 25C 17 02 m-50.csv,GTY030 I 25C 17,121.93,621.68,555.89,517.74,734.0603877381939,6.035,183.04711184755593,216.32038773819386,103.93999999999994,2.0812044231113527,-50,25
GTY030 I 25C 17 03 m-25.csv,GTY030 I 25C 17,50.38,615.79,503.64,517.74,791.2656739679866,4.748,808.3487342038752,273.52567396798656,98.04999999999995,2.789655012422098,-25,25
GTY030 I 25C 17 03 m-35.csv,GTY030 I 25C 17,50.38,615.79,503.64,517.74,786.7617680678466,5.4239999999999995,810.9054867256638,269.02176806784655,98.04999999999995,2.7437202250672788,-35,25
GTY030 I 25C 17 03 m-50.csv,GTY030 I 25C 17,50.38,615.79,503.64,517.74,785.3260079693034,6.776,809.4568255608028,267.5860079693034,98.04999999999995,2.729077082807787,-50,25
GTY030 I 25C 17 06 m-25.csv,GTY030 I 25C 17,260.08,576.56,176.19,517.74,897.9893474714519,3.065,463.83419249592174,380.24934747145187,58.819999999999936,6.464626784621766,-25,25
GTY030 I 25C 17 06 m-35.csv,GTY030 I 25C 17,260.08,576.56,176.19,517.74,885.6523550087874,3.4139999999999997,455.4891036906854,367.91235500878736,58.819999999999936,6.254885328269088,-35,25
GTY030 I 25C 17 06 m-50.csv,GTY030 I 25C 17,260.08,576.56,176.19,517.74,860.8357142857143,4.2,438.5271428571428,343.0957142857143,58.819999999999936,5.832977121484438,-50,25
GTY030 I 25C 18 01 m-25.csv,GTY030 I 25C 18,250.24,528.02,103.72,484.06,686.3583822450477,2.726,192.4133162142333,202.29838224504766,43.95999999999998,4.60187402741237,-25,25
GTY030 I 25C 18 01 m-35.csv,GTY030 I 25C 18,250.24,528.02,103.72,484.06,680.3567185554172,3.212,192.27177770859277,196.29671855541716,43.95999999999998,4.465348465773823,-35,25
GTY030 I 25C 18 01 m-50.csv,GTY030 I 25C 18,250.24,528.02,103.72,484.06,672.6728174235403,4.316,195.54411028730308,188.61281742354032,43.95999999999998,4.290555446395369,-50,25
GTY030 I 25C 18 02 m-25.csv,GTY030 I 25C 18,255.92,539.77,107.85,484.06,681.205859735466,3.251,231.16312519224854,197.145859735466,55.70999999999998,3.5387876455836667,-25,25
GTY030 I 25C 18 02 m-35.csv,GTY030 I 25C 18,255.92,539.77,107.85,484.06,678.3724867864693,3.784,223.92426268498943,194.31248678646926,55.70999999999998,3.4879283214228924,-35,25
GTY030 I 25C 18 02 m-50.csv,GTY030 I 25C 18,255.92,539.77,107.85,484.06,671.8822890052356,4.775,209.3847895287958,187.82228900523563,55.70999999999998,3.3714286305014487,-50,25
GTY030 I 25C 18 03 m-25.csv,GTY030 I 25C 18,297.5,547.11,99.6,484.06,772.6379790081221,4.2969,426.066090437292,288.5779790081221,63.05000000000001,4.576970325267598,-25,25
GTY030 I 25C 18 03 m-35.csv,GTY030 I 25C 18,297.5,547.11,99.6,484.06,764.3318812709031,4.784,408.6655643812709,280.27188127090307,63.05000000000001,4.445232058222094,-35,25
GTY030 I 25C 18 03 m-50.csv,GTY030 I 25C 18,297.5,547.11,99.6,484.06,743.1167287040022,5.8943,379.13849617427,259.0567287040022,63.05000000000001,4.108750653513119,-50,25
GTY030 I 25C 18 04 m-25.csv,GTY030 I 25C 18,95.73,556.34,368,484.06,1002.8630547347685,2.8428,1473.2620697903478,518.8030547347685,72.28000000000003,7.177684763901055,-25,25
GTY030 I 25C 18 04 m-35.csv,GTY030 I 25C 18,95.73,556.34,368,484.06,1017.703136957182,3.293,1513.468420892803,533.6431369571819,72.28000000000003,7.3829985743937705,-35,25
GTY030 I 25C 18 04 m-50.csv,GTY030 I 25C 18,95.73,556.34,368,484.06,999.482582781457,4.228,1525.1402128666039,515.4225827814571,72.28000000000003,7.130915644458452,-50,25
GTY030 I 25C 18 05 m-25.csv,GTY030 I 25C 18,296.53,523.64,76.77,484.06,643.7127229417896,3.3585,96.9380794997767,159.6527229417896,39.579999999999984,4.033671625613685,-25,25
